 RTP ALTURA GPSALT IGRF mag_res1 mag_res2 LAT LONG Line MAGIGRF X Y
78 24.541070242325716 151.89 -11.909999999999968 22766.561 -62.221052922442176 -65.16765270510729 -27.866497 -49.137747 12170 -113.404 6916193.0 683345.0
79 -7.347540637520012 149.29 -13.190000000000055 22766.572 -61.33735656648629 -64.3868907278371 -27.867686 -49.137761 12170 -112.579 6916061.0 683341.0
105 -139.6362894478858 104.42 -1.3600000000000136 22766.57 -76.39099946620426 -77.23745454165473 -27.842939 -49.133244 12180 -126.103 6918797.0 683828.0
106 -124.28261465635934 110.23 -5.169999999999959 22766.558999999997 -77.19971390513024 -77.96268513286806 -27.841964 -49.133275 12180 -126.867 6918905.0 683827.0
107 -108.33639961431712 132.96 -10.889999999999986 22766.548 -78.2206536977707 -78.9003131433988 -27.840989 -49.133311 12180 -127.844 6919013.0 683825.0
108 -97.60836280554416 133.01 -17.129999999999995 22766.537 -79.34936813669655 -79.94554373461216 -27.840017 -49.133339 12180 -128.928 6919121.0 683824.0
109 -91.5833845561356 108.07 -24.559999999999945 22766.527000000002 -78.86166138038908 -79.3751277223821 -27.839046999999997 -49.133361 12180 -128.39600000000002 6919228.0 683823.0
110 -86.57952583428232 84.1 -31.600000000000023 22766.516 -77.63615046560041 -78.06596089427808 -27.838081 -49.133381 12180 -127.125 6919336.0 683823.0
111 -80.08352736382422 111.96 -35.58000000000004 22766.506 -78.85021835557835 -79.19714746273058 -27.837111 -49.133396999999995 12180 -128.29399999999998 6919443.0 683823.0
112 -71.88593018817923 146.77 -39.51999999999998 22766.496 -79.35270744078983 -79.61598063462665 -27.83613900000001 -49.133417 12180 -128.751 6919551.0 683823.0
113 -64.33155882359628 145.78 -41.549999999999955 22766.486 -77.63119652600116 -77.81081380652267 -27.835161 -49.133431 12180 -126.984 6919659.0 683823.0
114 -59.13653876714508 137.63 -38.620000000000005 22766.476000000002 -69.51752800167951 -69.61194018530566 -27.834172 -49.133444 12180 -118.824 6919769.0 683823.0
115 -56.584356966997895 126.47 -33.64999999999998 22766.466 -62.93128067259122 -62.93971316753211 -27.833169 -49.13345800000001 12180 -112.191 6919880.0 683823.0
116 -55.17393297967455 155.45 -28.879999999999995 22766.456000000002 -60.773650380255184 -60.6943819373282 -27.83215 -49.133466999999996 12180 -109.985 6919993.0 683824.0
117 -53.12959160868121 185.58 -25.049999999999955 22766.446 -62.34421592943823 -62.1762998912504 -27.831114000000003 -49.133466999999996 12180 -111.506 6920107.0 683826.0
118 -50.156118698823164 192.92 -24.07000000000005 22766.437 -65.84939851537354 -65.59111363274225 -27.830069 -49.13345800000001 12180 -114.96 6920223.0 683829.0
119 -46.9605951548031 187.76 -26.480000000000018 22766.427000000003 -63.66022765025684 -63.31097139699491 -27.829016999999997 -49.13345 12180 -112.72 6920340.0 683831.0
120 -42.9961853340833 174.89 -29.42999999999995 22766.417 -60.545831431425725 -60.105431741930225 -27.827961 -49.133444 12180 -109.554 6920457.0 683834.0
121 -36.169656170212356 173.61 -30.039999999999964 22766.408 -61.22966056630903 -60.6982895061829 -27.826903 -49.133435999999996 12180 -110.18700000000001 6920574.0 683836.0
122 -25.168156095623978 189.97 -28.17999999999995 22766.397999999997 -64.75891089642577 -64.13579387387901 -27.825836 -49.133435999999996 12180 -113.665 6920692.0 683838.0
123 -13.063259856501528 185.28 -32.450000000000045 22766.388 -63.26116122654252 -62.5462982415752 -27.824771999999996 -49.133435999999996 12180 -112.116 6920810.0 683840.0
124 -7.002035381012531 154.61 -42.90999999999997 22766.377999999997 -50.35021571514032 -49.5445534251452 -27.823721999999997 -49.133447 12180 -99.155 6920927.0 683841.0
125 -10.696207072038167 145.21 -57.799999999999955 22766.367000000002 -31.314457325466808 -30.420663637019448 -27.822692 -49.133466999999996 12180 -80.072 6921041.0 683840.0
126 -21.054137291282927 183.75 -72.10000000000002 22766.356 -10.223856545326491 -9.243480642006766 -27.821678000000002 -49.133497 12180 -58.935 6921153.0 683839.0
127 -33.336139439125475 206.62 -84.40999999999997 22766.345 -2.1178345699527057 -1.0516510435505566 -27.820678000000004 -49.13352800000001 12180 -50.783 6921264.0 683838.0
128 -43.46950293965346 225.91 -94.87 22766.334 -1.1346167530601008 0.016427739031769306 -27.819689 -49.133561 12180 -49.755 6921374.0 683836.0
129 -49.07008818074328 232.56 -105.57000000000005 22766.322999999997 -1.0175565457004652 0.21679972850103724 -27.818708 -49.133594 12180 -49.593999999999994 6921482.0 683834.0
130 -50.29567774279483 229.32 -116.85000000000002 22766.312 -0.6802709846264251 0.6375691372876986 -27.817742 -49.133628 12180 -49.211999999999996 6921590.0 683833.0
131 -48.64605723643744 246.12 -128.61 22766.302000000003 0.9296316132000086 2.329234333643946 -27.816783 -49.133658000000004 12180 -47.559 6921696.0 683831.0
132 -46.053649252183625 245.93 -140.0 22766.292 1.6551807599744135 3.1359435527610064 -27.815833 -49.133689000000004 12180 -46.79 6921801.0 683830.0
133 -43.58731413096919 224.83 -151.55999999999995 22766.28100000001 3.5059257482677637 5.066901956004244 -27.814894 -49.133719 12180 -44.897 6921905.0 683828.0
134 -41.70902119905032 198.11 -162.20000000000005 22766.271 6.204091931794572 7.844506962690892 -27.813964000000002 -49.133756 12180 -42.157 6922008.0 683826.0
135 -40.212798018765426 169.96 -171.97000000000003 22766.261000000002 10.045483469035773 11.765509388694936 -27.813039 -49.133783 12180 -38.273 6922111.0 683825.0
136 -38.52984402482973 133.61 -183.05999999999995 22766.252 14.01416810417306 15.812599860220681 -27.812122 -49.133792 12180 -34.260999999999996 6922212.0 683826.0
137 -36.35966167130931 108.98 -195.58000000000004 22766.244 17.13227393454367 19.008336935189817 -27.811219 -49.133794 12180 -31.1 6922312.0 683827.0
138 -33.684514223471425 97.22 -209.67999999999995 22766.235 20.172026313862272 22.12511803291984 -27.810331 -49.133796999999994 12180 -28.017 6922411.0 683829.0
139 -30.860089281581846 92.22 -226.72000000000003 22766.22700000001 23.34159157145209 25.369044102345608 -27.809461 -49.133811 12180 -24.807 6922507.0 683829.0
140 -28.412879364362837 92.93 -243.8800000000001 22766.217999999997 26.20735267056095 28.308219355897503 -27.808608000000003 -49.133831 12180 -21.901999999999997 6922602.0 683828.0
141 -26.76118887018898 111.91 -256.04999999999995 22766.209 29.89253496490316 32.066041212892856 -27.807761 -49.133856 12180 -18.178 6922696.0 683827.0
142 -26.006450915024132 154.51 -260.3499999999999 22766.2 33.49171725924538 35.73786306988822 -27.806906 -49.133878 12180 -14.54 6922790.0 683826.0
143 -25.98701434375314 192.35 -260.6500000000001 22766.19100000001 38.30386132160184 40.62514253587052 -27.806039000000002 -49.133894 12180 -9.687000000000001 6922887.0 683826.0
144 -26.672944113016577 229.56 -257.44000000000005 22766.182 42.92280954243928 45.32017281772666 -27.805153000000004 -49.133903000000004 12180 -5.026 6922985.0 683827.0
145 -27.890741042768795 251.08 -252.43000000000006 22766.174 47.41171953129106 49.887660708569676 -27.804242 -49.1339 12180 -0.493 6923086.0 683829.0
146 -29.354416272101346 265.94 -245.95000000000005 22766.166 49.45378712967582 52.00985539252578 -27.803306 -49.133894 12180 1.594 6923189.0 683831.0
147 -30.72338252411042 269.74 -237.27999999999997 22766.158 50.081169947127 52.72046366270795 -27.802344 -49.133886 12180 2.2680000000000002 6923296.0 683833.0
148 -31.369312932007926 260.23 -230.26 22766.148999999998 50.424710374111136 53.14877872600313 -27.801358 -49.133889 12180 2.659 6923405.0 683835.0
149 -30.9546758784653 252.21 -225.6099999999999 22766.139 49.626536507965966 52.43735914033318 -27.80035 -49.133897 12180 1.9080000000000001 6923517.0 683835.0
150 -29.2938034501757 245.32 -224.33999999999992 22766.129 49.20216680030199 52.10069037053707 -27.79932800000001 -49.133908 12180 1.5319999999999998 6923630.0 683836.0
151 -26.564399040194893 222.21 -224.76 22766.119 47.782150543689916 50.76897757798017 -27.798303000000004 -49.133922 12180 0.16 6923744.0 683836.0
152 -22.832797839974504 176.85 -226.83999999999992 22766.109 45.66235964079236 48.73766220474062 -27.797275 -49.133936 12180 -1.911 6923858.0 683837.0
153 -18.230025267621485 129.61 -233.06999999999994 22766.099 43.81576457941386 46.97859601562718 -27.796256 -49.133956 12180 -3.71 6923971.0 683837.0
154 -13.111048964332245 76.61 -244.26 22766.089 42.2835907132687 45.533176429957216 -27.795246999999996 -49.133972 12180 -5.195 6924083.0 683837.0
155 -8.099885997749254 72.71 -253.6099999999999 22766.078999999998 41.98103388387583 45.3156526318569 -27.79425 -49.133992 12180 -5.452000000000001 6924193.0 683836.0
156 -3.5564315507547053 100.16 -259.5 22766.069 41.7397024081976 45.15952625307392 -27.793256 -49.134017 12180 -5.647 6924303.0 683836.0
157 -0.10094235544450947 103.14 -261.52 22766.057999999997 43.109920225090285 46.61460503565626 -27.79226400000001 -49.134046999999995 12180 -4.232 6924413.0 683834.0
158 1.7550601345058259 127.74 -261.6700000000001 22766.048 45.06594220046409 48.65643463411247 -27.791266999999998 -49.134078 12180 -2.23 6924524.0 683833.0
159 1.7817082855273707 163.19 -258.96000000000004 22766.037 47.841738822123354 51.51786681325126 -27.790260999999997 -49.134114000000004 12180 0.591 6924635.0 683831.0
160 0.40136923282457543 197.3 -254.08999999999992 22766.027000000002 47.621143760744715 51.384800624137824 -27.789244 -49.134136 12180 0.418 6924748.0 683831.0
161 -1.2820641771931265 212.69 -248.41000000000008 22766.017000000003 44.385902150418126 48.237690412263575 -27.788214 -49.134156 12180 -2.77 6924862.0 683830.0
162 -1.1448775893235346 221.34 -244.3699999999999 22766.007 38.95026885705378 42.89208183213704 -27.787169 -49.134164 12180 -8.156 6924978.0 683831.0
163 2.921535220918798 214.71 -244.23000000000002 22765.99700000001 31.95463556368943 35.986473252010555 -27.786119 -49.13417800000001 12180 -15.102 6925094.0 683832.0
164 11.379726056013155 182.35 -244.16000000000008 22765.987 23.77035572137709 27.892820649123202 -27.785064000000002 -49.134189 12180 -23.237 6925211.0 683832.0
165 22.601829617582993 136.88 -245.43000000000006 22765.97700000001 21.597301232779287 25.810565465553193 -27.784011 -49.134206 12180 -25.36 6925328.0 683833.0
166 32.923920784015344 111.36 -247.6300000000001 22765.966 25.378217231985783 29.681162046791954 -27.782961 -49.134228 12180 -21.531 6925444.0 683832.0
167 38.18232035975332 117.88 -258.03 22765.956000000002 28.62620097537382 33.01744925423505 -27.781931 -49.13425 12180 -18.235 6925558.0 683832.0
168 37.27712558851625 111.05 -270.71000000000004 22765.946 32.95780175551415 37.43563224924774 -27.780919 -49.134275 12180 -13.857000000000001 6925670.0 683831.0
169 32.19165535556353 126.01 -278.21000000000004 22765.936 39.06462788936899 43.629212663577775 -27.779916999999998 -49.134297 12180 -7.7029999999999985 6925782.0 683831.0
170 24.663536776083227 130.66 -278.5899999999999 22765.926 53.80264986474278 58.453042262033975 -27.778914 -49.134316999999996 12180 7.081 6925893.0 683830.0
171 9.335871440527619 140.23 -369.70000000000005 22766.179 82.90931854179058 87.70375298167332 -27.778142 -49.129406 12190 36.597 6925971.0 684316.0
172 22.65314310293724 115.62 -366.6600000000001 22766.187 67.6671181644783 72.36946251073475 -27.779206 -49.129422 12190 21.302 6925853.0 684312.0
173 33.03499906151751 100.35 -366.46000000000004 22766.197 53.15394729936159 57.7653202749874 -27.78026400000001 -49.129422 12190 6.7379999999999995 6925736.0 684310.0
174 37.97422993977639 86.31 -367.1700000000001 22766.206000000002 41.94358059272607 46.46492885511395 -27.781314000000002 -49.129417 12190 -4.522 6925620.0 684309.0
175 37.00061534787142 128.22 -365.5999999999999 22766.216 27.00321388609041 31.43453743524044 -27.782356 -49.129406 12190 -19.512 6925504.0 684308.0
176 30.54938643100475 180.19 -361.99 22766.226000000002 29.61865133793583 33.96089683124086 -27.783394 -49.129389 12190 -16.945 6925389.0 684308.0
177 20.61562957457064 211.76 -355.9100000000001 22766.236 43.670314143495894 47.92365364655857 -27.784431 -49.129366999999995 12190 -2.9410000000000003 6925274.0 684309.0
178 9.778114861783749 221.33 -349.4200000000001 22766.24700000001 54.156976949055824 58.321410461876354 -27.785469 -49.129336 12190 7.4979999999999976 6925159.0 684310.0
179 0.8223735825285994 195.65 -344.45000000000005 22766.259 57.9848651083304 62.0605646965114 -27.786510999999997 -49.129296999999994 12190 11.279000000000002 6925044.0 684312.0
180 -4.487565811125011 150.28 -342.43000000000006 22766.27 57.15317446283829 61.13936553458998 -27.78755300000001 -49.129261 12190 10.4 6924928.0 684314.0
181 -6.169535812565762 111.69 -346.20000000000005 22766.28100000001 57.148837268398225 61.04612234990776 -27.788589 -49.12922800000001 12190 10.347999999999999 6924813.0 684315.0
182 -6.024482614021769 88.71 -353.0999999999999 22766.292 57.90352958615386 61.7130274004167 -27.789619000000002 -49.129189000000004 12190 11.057 6924699.0 684318.0
183 -5.54020199633595 88.33 -357.97 22766.303 59.218996550194966 62.940535031608285 -27.790642 -49.129144000000004 12190 12.325999999999999 6924585.0 684320.0
184 -5.610881449404583 127.5 -356.5 22766.315 61.127267672717025 64.76179347867378 -27.791669 -49.129094 12190 14.189 6924472.0 684323.0
185 -6.629628823642058 154.57 -349.68000000000006 22766.327999999998 63.387027734654076 66.93238915538706 -27.792710999999997 -49.129036 12190 16.403 6924356.0 684327.0
186 -8.464783251975499 171.21 -335.8800000000001 22766.34 65.53343434553899 68.98902885486115 -27.793767 -49.128972 12190 18.504 6924239.0 684332.0
187 -10.785009116690603 179.42 -320.81999999999994 22766.353 67.14487918840967 70.50821094534834 -27.794846999999997 -49.128917 12190 20.067999999999998 6924119.0 684336.0
188 -12.815201722691619 188.27 -309.93000000000006 22766.366 68.77894106803285 72.04828882340512 -27.795953000000004 -49.128861 12190 21.653000000000002 6923997.0 684339.0
189 -13.923307311170658 212.14 -304.76 22766.377999999997 71.12426653335629 74.29730651179237 -27.797071999999996 -49.128814 12190 23.948 6923872.0 684342.0
190 -14.138895953437094 219.01 -303.28999999999996 22766.391 74.03594544973173 77.1132801774188 -27.7982 -49.128769 12190 26.809 6923748.0 684344.0
191 -13.913779675197022 192.88 -304.04999999999995 22766.403 75.79104556134055 78.77190044648869 -27.79932800000001 -49.128735999999996 12190 28.513 6923623.0 684346.0
192 -13.618993170064382 167.94 -306.06999999999994 22766.414 72.25769496552041 75.14172587692393 -27.800453000000005 -49.128714 12190 24.927 6923498.0 684346.0
193 -13.114557624588784 212.06 -309.29999999999995 22766.425 68.47192317446682 71.25990470391562 -27.801571999999997 -49.128694 12190 21.089000000000002 6923374.0 684346.0
194 -12.062989953364319 253.5 -313.1700000000001 22766.436 68.09815138341324 70.79008353090734 -27.802685999999998 -49.128678 12190 20.663 6923250.0 684346.0
195 -10.215843163211423 237.44 -316.28999999999996 22766.447999999997 68.87776255560739 71.4753665703295 -27.803794 -49.128653 12190 21.392 6923128.0 684347.0
196 -7.73317984294459 201.35 -318.9000000000001 22766.459 66.15656956932034 68.65889879387777 -27.8049 -49.128625 12190 18.619 6923005.0 684347.0
197 -5.300527777545929 167.82 -324.4200000000001 22766.47 63.849534192566395 66.25813781053904 -27.805994000000002 -49.128606 12190 16.261 6922884.0 684347.0
198 -3.8927625590659853 134.82 -335.1600000000001 22766.481 59.37407762057908 61.68973022375679 -27.807075 -49.128592 12190 11.735 6922764.0 684347.0
199 -4.078618082471701 99.63 -348.26 22766.491 47.65890675546238 49.88358798800951 -27.808133 -49.128592 12190 -0.031 6922647.0 684345.0
200 -5.4466417526449495 149.95 -356.8800000000001 22766.5 39.164735890345675 41.298445752262175 -27.809183 -49.128594 12190 -8.576 6922530.0 684343.0
201 -7.636268743329484 191.78 -357.0799999999999 22766.509 34.68891847628098 36.73225949375395 -27.810233 -49.128608 12190 -13.103 6922414.0 684340.0
202 -10.547696233549267 239.7 -350.47 22766.517999999996 29.700522257449755 31.652719838689265 -27.811291999999998 -49.128619 12190 -18.143 6922297.0 684337.0
203 -14.058175626885562 274.73 -339.99 22766.528 25.738193782799968 27.59787080982892 -27.812367 -49.128622 12190 -22.156999999999996 6922178.0 684335.0
204 -17.88376402320131 306.12 -327.1600000000001 22766.537999999997 21.65070769861709 23.4163149878555 -27.813458 -49.128622 12190 -26.296999999999997 6922057.0 684333.0
205 -21.629117680978542 334.21 -313.72 22766.548 16.08271055384898 17.75209639552988 -27.814575 -49.128614 12190 -31.91800000000001 6921933.0 684332.0
206 -24.854634495554837 365.33 -300.9200000000001 22766.558999999997 10.436555799547683 12.008171010091194 -27.815711 -49.128608 12190 -37.618 6921807.0 684331.0
207 -27.16077593036863 384.19 -290.9000000000001 22766.57 5.275018081998893 6.747141412222158 -27.816867 -49.12860300000001 12190 -42.835 6921679.0 684329.0
208 -28.190063682128446 381.45 -282.51 22766.581000000002 -1.562873086602039 -0.19084416288601602 -27.818033000000003 -49.1286 12190 -49.728 6921550.0 684328.0
209 -28.02170154631307 356.86 -275.51 22766.592999999997 -9.861343059969514 -8.590183134550777 -27.819208000000003 -49.128586 12190 -58.082 6921420.0 684327.0
210 -27.247498888563427 333.94 -269.1600000000001 22766.604 -20.02439183810353 -18.854875502772018 -27.820383000000003 -49.128572 12190 -68.301 6921289.0 684326.0
211 -26.991784868135774 302.67 -262.8699999999999 22766.616 -30.574636457756487 -29.50581705511938 -27.821561 -49.128553000000004 12190 -78.906 6921159.0 684326.0
212 -28.44770486509405 270.98 -256.5 22766.627999999997 -40.704459882175975 -39.73711200402328 -27.822736 -49.128533000000004 12190 -89.09100000000002 6921028.0 684326.0
213 -32.178722755727655 288.04 -249.53999999999996 22766.641 -50.68347914811441 -49.81665613705333 -27.823911 -49.128503 12190 -99.124 6920898.0 684327.0
214 -37.802805002612146 320.33 -242.3800000000001 22766.654 -58.006273060338316 -57.239802850766 -27.82508300000001 -49.128461 12190 -106.5 6920768.0 684329.0
215 -44.23692188872087 319.31 -235.06999999999994 22766.667999999998 -62.0196162651332 -61.35315472584402 -27.826256 -49.128408 12190 -110.565 6920638.0 684333.0
