 RTP ALTURA GPSALT LAT LONG Line mag_res2 mag_res1 MAGIGRF X Y
75 -83.96200664774216 104.24 -26.25999999999999 -16.126917000000002 -51.235785 22720 176.83353733023526 190.1533886342668 306.431 8217005.25 474788.79
76 -73.3784390524448 106.53 -28.25 -16.128056 -51.235771 22720 188.74417989315342 202.2232267732602 320.3540000000001 8216879.27 474790.42
77 -61.40091187141357 101.19 -29.69 -16.129192 -51.235735 22720 203.21992760350702 216.82929510551315 336.846 8216753.6 474794.42
78 -51.672885757422335 98.15 -31.75 -16.130328 -51.235688 22720 213.7453628059464 227.47063922335198 349.392 8216627.94 474799.62
79 -42.5982286880549 97.84 -33.83999999999997 -16.131467 -51.235646 22720 215.80293775782425 229.6517758953353 353.473 8216501.96 474804.22
80 -29.696079471732784 98.6 -35.80000000000001 -16.132603 -51.235605 22720 217.22864610595062 231.20071189695702 356.917 8216376.3 474808.81
81 -10.892569266989295 98.15 -37.029999999999966 -16.133742 -51.23558 22720 216.14285417153093 230.2598380003605 357.848 8216250.32 474811.63
82 9.277860958019394 98.29 -39.05000000000001 -16.134881 -51.235563 22720 211.6093787939399 225.88195881945492 355.3280000000001 8216124.34 474813.56
83 22.054848242739602 101.19 -42.25 -16.136017000000002 -51.235552 22720 202.45907617482447 216.8940112988172 348.184 8215998.67 474814.89
84 21.454217606415824 104.7 -46.579999999999984 -16.137153 -51.235569 22720 162.9646819126419 177.59762018001857 310.685 8215872.99 474813.25
85 8.65111471658602 107.9 -49.94999999999999 -16.138284 -51.235608 22720 150.8909931353663 165.749489929341 300.588 8215747.93 474809.24
86 -9.272268405484617 107.14 -52.51999999999998 -16.139417 -51.235669 22720 151.292236475354 166.40528672941429 302.962 8215622.56 474802.85
87 -23.689378272808398 101.19 -53.329999999999984 -16.140547 -51.235746 22720 158.9669278170625 174.3555821601882 312.598 8215497.49 474794.67
88 -27.24231864661914 104.24 -57.38999999999999 -16.141678 -51.235827 22720 168.93269983458143 184.60043766685055 324.524 8215372.42 474786.2
89 -21.722592503152246 113.08 -64.63999999999999 -16.142797 -51.235916 22720 171.09037666463615 187.04613090589456 328.619 8215248.58 474776.84
90 -14.777614686162234 119.18 -73.19999999999997 -16.143906 -51.23601 22720 163.55384036670284 179.80294455740486 322.998 8215125.97 474766.89
91 -12.052781801687605 124.36 -81.73000000000002 -16.145003 -51.236105 22720 149.980929589145 166.52175846958897 311.321 8215004.59 474756.93
92 -14.016525741789387 130.15 -91.21000000000004 -16.146082999999994 -51.236191 22720 139.65500501121286 156.47426965848555 302.865 8214885.05 474747.86
93 -18.03442364816468 137.77 -101.24 -16.147156 -51.236274 22720 131.45377312512838 148.54655458887459 296.52 8214766.44 474739.09
94 -20.457646046613643 144.32 -110.51999999999998 -16.148214000000007 -51.236349 22720 132.3406278258963 149.694197019504 299.242 8214649.36 474731.2
95 -19.151253017678364 149.05 -118.45000000000003 -16.149261 -51.236424 22720 132.63603351765735 150.24852522280082 301.353 8214533.51 474723.32
96 -13.706543633292519 151.33 -125.08000000000004 -16.1503 -51.23648 22720 130.09237679815507 147.93764991500709 300.618 8214418.58 474717.51
97 -5.524563775404047 154.53 -131.55999999999997 -16.151332999999994 -51.236502 22720 121.7054868602853 139.7399348504983 294.043 8214304.28 474715.26
98 2.8411776060452683 156.66 -138.64 -16.152356 -51.236494 22720 108.14680310775202 126.32934170657364 282.289 8214191.2 474716.29
99 8.981334692252837 157.89 -145.20000000000005 -16.153378 -51.236463 22720 93.99148414398766 112.2937840446063 269.947 8214078.13 474719.68
100 11.319752746258112 164.53 -150.83000000000004 -16.154392 -51.23640200000001 22720 80.53579026103122 98.91729865712331 258.302 8213965.99 474726.34
101 9.969886106988952 168.57 -156.48000000000005 -16.155403 -51.23633 22720 62.7004395040567 81.14645318932051 242.277 8213854.15 474734.19
102 6.217987617959663 171.61 -162.83000000000004 -16.156406 -51.236246 22720 41.40946488207169 59.90438674729378 222.786 8213743.24 474743.23
103 1.9478889606364649 176.63 -169.58000000000004 -16.157405999999998 -51.236149 22720 27.014752710243073 45.54040014904336 210.192 8213632.63 474753.75
104 -1.0502061839446144 185.69 -177.16999999999996 -16.158406 -51.236044 22720 23.170883235693392 41.71656390027633 208.152 8213522.03 474765.16
105 -2.8421461767658664 190.72 -182.62 -16.159403 -51.235927 22720 20.77335688712537 39.32436757118671 207.558 8213411.73 474777.76
106 -4.277432206624915 196.74 -186.41 -16.160403 -51.235813 22720 8.990133591033185 27.55037936270645 197.582 8213301.13 474790.07
107 -7.165488149056336 204.87 -192.54 -16.161397 -51.235713 22720 -13.62578550172097 4.960826729477248 176.75799999999995 8213191.14 474800.88
108 -14.035023510607235 212.87 -202.36 -16.162389 -51.235638 22720 -35.74101456527808 -17.096547045342163 156.42 8213081.45 474809.03
109 -26.0801568426148 222.99 -212.70000000000005 -16.163378 -51.235582 22720 -54.674518432512464 -35.94755980440217 139.251 8212972.07 474815.09
110 -42.095578226698166 230.99 -222.15 -16.164364000000006 -51.235546 22720 -72.04837163279113 -53.21452603569557 123.629 8212863.0 474819.08
111 -59.30054882025308 235.09 -230.79999999999995 -16.165344 -51.235532 22720 -84.30980059167982 -65.34136428520259 113.101 8212754.53 474820.69
112 -74.52060534748112 220.94 -239.64 -16.166322 -51.235549 22720 -89.91610712157642 -70.77428672734443 109.211 8212646.37 474819.03
113 -85.25328732152667 184.7 -248.95000000000005 -16.167294000000002 -51.235594 22720 -95.18363153964064 -75.83365872672361 105.639 8212538.82 474814.4
114 -90.83715519056793 165.53 -258.53 -16.168257999999998 -51.235666 22720 -103.69643696842968 -84.1039832628838 98.796 8212432.19 474806.8
115 -92.36650308137965 153.92 -268.14 -16.169219000000002 -51.235763 22720 -114.39351510335295 -94.52697169665295 89.75399999999998 8212325.86 474796.53
116 -92.21465686196896 142.19 -276.17999999999995 -16.170172 -51.23588 22720 -122.41603155173695 -102.25176231773241 83.36399999999998 8212220.46 474784.18
117 -92.5436493395379 127.41 -282.7100000000001 -16.171125 -51.236013 22720 -133.11307414054122 -112.62970857257886 74.293 8212115.05 474770.05
118 -95.24195714901394 128.17 -288.26 -16.172081 -51.23614600000001 22720 -153.0740536067881 -132.2711518478807 55.963 8212009.33 474755.92
119 -101.80491075683207 143.87 -292.65 -16.173039000000006 -51.23626 22720 -159.21152448589763 -138.11349658578845 51.469 8211903.31 474743.86
120 -112.59525283413959 170.55 -295.42 -16.174006 -51.23636 22720 -159.9872364457724 -138.61077391939176 52.357 8211796.37 474733.3
121 -127.45241741740941 190.72 -294.72 -16.174981 -51.236446 22720 -160.33127421118297 -138.69281442589585 53.697 8211688.5 474724.22
122 -145.53293525731266 200.83 -291.55999999999995 -16.175975 -51.236513 22720 -156.23714341059417 -134.35860563140426 59.517 8211578.49 474717.22
123 -164.88000448335208 200.83 -287.53 -16.176981 -51.23656 22720 -148.36619266578634 -126.2708015397244 69.141 8211467.26 474712.3
124 -184.1294234059334 153.46 -281.76 -16.178008 -51.236577 22720 -143.210725973321 -120.9340900894723 76.101 8211353.56 474710.64
125 -201.00493839365302 134.11 -273.54 -16.179053 -51.236574 22720 -141.52222836676654 -119.08694680574827 79.631 8211238.03 474711.08
126 -211.8342043791509 146.6 -264.19000000000005 -16.180119 -51.236546 22720 -130.26981967744342 -107.70431645849165 92.774 8211120.04 474714.18
127 -211.58093487231628 170.62 -256.24 -16.181206 -51.236499 22720 -109.5532796868047 -86.87959405423702 115.423 8210999.91 474719.37
128 -196.94846752606463 184.7 -252.04999999999995 -16.182311 -51.236438 22720 -94.3036537573787 -71.53647783954656 132.645 8210877.62 474726.04
129 -171.6966188860475 190.72 -248.9 -16.183431 -51.236363 22720 -91.22494614484148 -68.3799859523194 137.726 8210753.8 474734.2
130 -143.88178186800494 170.55 -246.75 -16.184558 -51.23628 22720 -106.5332064673826 -83.61983477700393 124.438 8210629.06 474743.25
131 -124.15689285744148 146.61 -245.53 -16.185692 -51.236194 22720 -157.04929923121009 -134.07024989732557 75.953 8210503.71 474752.6
132 -119.86375395612276 151.64 -251.23 -16.186822 -51.236105 22720 -201.21073231221214 -178.17003038226608 33.819 8210378.66 474762.25
133 -129.07494925954484 168.57 -259.46000000000004 -16.187947 -51.236016 22720 -205.68041362775338 -182.57880464747075 31.367 8210254.22 474771.89
134 -141.08714421430886 190.72 -269.92999999999995 -16.189064000000002 -51.235932 22720 -179.22908569460245 -156.06081045547825 59.819 8210130.71 474780.94
135 -144.25183976905228 196.8 -281.46000000000004 -16.190169 -51.235866 22720 -142.3765363920871 -119.121983815415 98.646 8210008.43 474788.21
136 -133.6381688033636 169.62 -292.76 -16.191254999999998 -51.23581 22720 -108.42443494771618 -85.07224394804071 134.534 8209888.29 474794.28
137 -112.05634423870893 151.79 -303.03 -16.192332999999998 -51.235771 22720 -92.75092702199909 -69.28118083187431 152.122 8209769.08 474798.58
138 -88.5912641705819 119.94 -312.76 -16.193397 -51.235755 22720 -121.24230621198834 -97.6284864937313 125.512 8209651.39 474800.49
139 -75.37167662478794 112.17 -323.03 -16.194453 -51.235755 22720 -188.3262789206166 -164.54846890678445 60.288 8209534.63 474800.63
140 -81.7925971672326 105.92 -332.12 -16.195503 -51.235771 22720 -226.93786675008147 -202.97545566868163 23.52 8209418.48 474798.98
141 -111.21274340921198 110.34 -337.0 -16.196555 -51.235802 22720 -239.0218762838402 -214.85666733955486 13.279000000000002 8209302.02 474795.85
142 -162.21324692067805 117.5 -337.61 -16.197617 -51.235844 22720 -236.24810269846614 -211.86451297101985 17.906 8209184.64 474791.53
143 -227.57047879126037 137.46 -334.5800000000001 -16.198689 -51.235896 22720 -201.0275201361 -176.40964682753966 54.995 8209066.03 474786.03
144 -295.7203750212075 142.5 -327.07000000000005 -16.199778 -51.235955 22720 -147.29316370330713 -122.43118310186209 110.625 8208945.57 474779.93
145 -349.1133631729908 145.08 -318.48 -16.200879999999998 -51.236021 22720 -110.49485659269727 -85.37591963243972 149.34 8208823.58 474772.94
146 -297.9796707452564 108.2 -256.17 -16.200264 -51.231274 22730 -125.3788967563297 -106.44447596844576 135.251 8208892.37 475280.27
147 -255.3066880748782 100.8 -264.57000000000005 -16.19925 -51.231291 22730 -133.2537443439933 -114.45553641420669 125.583 8209004.52 475278.36
148 -212.51306815853994 103.14 -272.64 -16.19825 -51.231305 22730 -134.7040757511781 -116.04350915181456 122.365 8209115.14 475276.75
149 -180.01242179590156 104.42 -279.92 -16.197255 -51.231313 22730 -124.02351679428092 -105.5069105701474 131.29 8209225.14 475275.74
150 -163.40500840439879 107.47 -284.87 -16.196267000000002 -51.231305 22730 -127.49930545184849 -109.14715039562573 126.075 8209334.53 475276.51
151 -162.58323575869719 122.83 -284.86 -16.195272 -51.231291 22730 -142.46457822497342 -124.28481864116884 109.363 8209444.53 475277.87
152 -174.1436729273425 144.41 -279.97 -16.194267 -51.231266 22730 -157.2176599750905 -139.2261986616553 92.848 8209555.76 475280.41
153 -192.0913226607448 156.39 -269.89 -16.193244 -51.231241 22730 -183.1233169792993 -165.32289886853718 65.15100000000001 8209668.84 475282.96
154 -208.96069829276192 168.96 -255.51 -16.192203 -51.231219 22730 -202.07057914438886 -184.4605354986373 44.377 8209784.07 475285.2
155 -217.27183828213998 178.02 -238.78 -16.191136 -51.231199 22730 -213.08564724484108 -195.66642899903863 31.49 8209902.07 475287.15
156 -212.38319366356228 179.08 -222.28 -16.190039000000002 -51.231194 22730 -217.56849427193515 -200.3270061795606 25.076 8210023.44 475287.61
157 -196.57844393421286 174.78 -206.49 -16.188919 -51.231199 22730 -220.98869302563858 -203.91402804715545 19.681 8210147.27 475286.87
158 -176.73297121963074 162.09 -190.92 -16.187778 -51.231213 22730 -230.58055796522186 -213.66551423086688 8.072000000000001 8210273.55 475285.24
159 -159.35085990749783 144.08 -175.69000000000003 -16.186619 -51.231227 22730 -239.82699815891218 -223.0743206009866 -3.221 8210401.68 475283.62
160 -146.68875407889794 127.28 -162.33000000000004 -16.185442000000002 -51.23125200000001 22730 -236.7947269566389 -220.1930686786208 -2.274 8210531.96 475280.8
161 -136.368708416299 114.12 -150.64999999999995 -16.18425 -51.231277 22730 -233.5879306212313 -217.13947671912263 -1.177 8210663.78 475277.98
162 -124.70557126477317 118.08 -143.74 -16.183044 -51.231302 22730 -215.4697311421284 -199.1765325436824 14.807 8210797.13 475275.15
163 -113.14477441851852 114.79 -139.02999999999997 -16.181832999999994 -51.231324 22730 -208.07281311331784 -191.93946889121352 20.061 8210931.1 475272.63
164 -108.57728002499638 110.46 -140.33000000000004 -16.180625 -51.231352 22730 -186.4587553350397 -170.47761268457288 39.535 8211064.75 475269.51
165 -116.64135467256159 119.33 -146.27999999999997 -16.179431 -51.231388 22730 -151.1315876248367 -135.28981166901582 72.743 8211196.88 475265.5
166 -134.3524411813005 133.74 -154.75 -16.178253 -51.231432 22730 -123.70072462247452 -107.98499806051628 98.081 8211327.15 475260.6
167 -151.77957254731774 145.54 -165.09000000000003 -16.177094 -51.23147700000001 22730 -123.81994199993156 -108.22722839972927 95.903 8211455.28 475255.7
168 -158.64575194973378 144.78 -178.0 -16.175957999999998 -51.231502 22730 -151.9261242076378 -136.47800876758487 65.785 8211580.95 475252.89
169 -151.86183978225245 123.65 -191.64 -16.174842 -51.231507 22730 -179.18429710346726 -163.9026848996319 36.557 8211704.47 475252.16
170 -134.40692150134328 117.9 -205.28 -16.173747 -51.231488 22730 -189.75043692707462 -174.6638861469442 24.07 8211825.54 475254.1
171 -112.29574325989378 127.41 -217.6 -16.172669 -51.231455 22730 -170.62359119913611 -155.74735380736215 41.31100000000001 8211944.76 475257.53
172 -90.58591087333873 124.42 -227.44000000000003 -16.171606 -51.231408 22730 -164.51062652338751 -149.86028855123197 45.56800000000001 8212062.45 475262.44
173 -71.95678456877194 109.79 -233.73 -16.17055 -51.231355 22730 -157.60354910690683 -143.18500393112416 50.636 8212179.22 475267.95
174 -56.77076624500884 120.89 -234.51 -16.169494 -51.231299 22730 -149.81358963092038 -135.63043663090158 56.588 8212295.99 475273.76
175 -43.848138316409205 126.01 -229.94000000000003 -16.168433 -51.231246 22730 -132.31879771364748 -118.368303035042 72.234 8212413.37 475279.27
176 -31.2106982553165 148.75 -217.63 -16.167355999999998 -51.231196 22730 -102.84342584528835 -89.12461506169204 99.83 8212532.6 475284.48
177 -16.755350691012335 176.63 -201.42999999999995 -16.166261 -51.231155 22730 -78.87243466360151 -65.3772403802114 121.889 8212653.67 475288.8
178 0.7642691360037215 184.3 -182.99 -16.165139 -51.231119 22730 -67.48231658875002 -54.20789604985248 131.316 8212777.81 475292.52
179 19.634384835443115 173.39 -164.57000000000005 -16.163994 -51.231096 22730 -49.33962881876004 -36.27158139580772 147.451 8212904.4 475294.75
180 35.093229252127834 160.9 -147.75 -16.162822 -51.231096 22730 -15.560059052494012 -2.674319840300683 179.165 8213034.07 475294.61
181 41.93199323612791 154.5 -132.40999999999997 -16.161631 -51.231105 22730 29.614104169211263 42.32528268777647 222.236 8213165.89 475293.57
182 38.20221938615075 146.85 -122.80999999999996 -16.160425 -51.231116 22730 70.78675121046743 83.32479750772697 261.28 8213299.24 475292.23
183 29.188199385132016 141.09 -117.33000000000004 -16.159217 -51.231124 22730 106.34921718865664 118.71009202823295 294.71 8213432.9 475291.19
184 21.546641782676506 138.8 -114.30999999999996 -16.158006 -51.231127 22730 129.41442142795393 141.5906061733923 315.64 8213566.87 475290.74
185 18.173374395771408 137.25 -112.17999999999996 -16.156797 -51.231127 22730 141.2035708492996 153.19190597819463 325.3 8213700.53 475290.59
186 17.638295071415296 136.18 -110.80999999999996 -16.155589000000006 -51.231124 22730 153.95776158424388 165.75463352827057 335.926 8213834.2 475290.74
187 17.564082271952696 136.55 -111.39999999999998 -16.154381 -51.231124 22730 167.69791100558953 179.30693333307286 347.537 8213967.86 475290.59
188 17.53167796580807 139.72 -114.80999999999996 -16.153183 -51.231121 22730 169.391354230734 180.81067280129918 347.122 8214100.29 475290.74
189 19.381117279890404 145.84 -120.42999999999996 -16.151992 -51.231121 22730 161.57420089561032 172.8082806136863 337.205 8214232.11 475290.59
190 24.75402954228197 153.13 -124.57000000000004 -16.150807999999998 -51.231116 22730 162.29103831179503 173.33411996887628 335.839 8214363.0 475291.03
191 34.49936435104631 152.31 -122.35000000000002 -16.149631 -51.231108 22730 170.25616527611714 181.105380849604 341.732 8214493.29 475291.78
192 47.393319696034354 149.17 -115.48000000000002 -16.148445000000002 -51.231088 22730 172.1053871318971 182.7452878697605 341.499 8214624.49 475293.71
193 61.09679188312825 144.5 -107.80999999999996 -16.147253 -51.231069 22730 164.3424827425621 174.77218893082676 331.644 8214756.31 475295.64
194 73.9461022470722 139.72 -99.65999999999997 -16.146056 -51.231046 22730 160.51433416763263 170.72936671293292 325.715 8214888.75 475297.87
195 84.55568956773608 140.36 -91.45000000000003 -16.144853 -51.23102100000001 22730 169.34281941765482 179.3388333948734 332.434 8215021.8 475300.39
196 91.59266207016042 142.22 -82.69000000000005 -16.143645000000006 -51.230994 22730 172.94090122796015 182.71343173266564 333.914 8215155.46 475303.21
197 92.54752879197223 136.28 -74.80000000000003 -16.142428 -51.230977 22730 177.1132281679607 186.6752331674421 335.949 8215290.05 475304.84
