ALTURA GPSALT LAT LONG Line MAGIGRF X Y
120.1 805.65 -16.179006 -51.245285 22700 60.486 8211242.16 473779.88
117.96 804.16 -16.179939 -51.245291 22700 49.091 8211138.92 473779.41
110.79 799.28 -16.180892 -51.245285 22700 40.176 8211033.53 473780.13
98.76 794.19 -16.181856 -51.245255 22700 39.514 8210926.91 473783.53
95.1 792.51 -16.182831 -51.245193 22700 44.75 8210819.06 473790.19
103.02 794.34 -16.183819 -51.24513 22700 55.793 8210709.68 473797.15
128.32 797.4 -16.184814 -51.245066 22700 100.5 8210599.69 473804.11
149.96 799.16 -16.185814 -51.245005 22700 155.402 8210489.08 473810.77
130.3 799.61 -16.186828 -51.244952 22700 191.89 8210376.93 473816.55
113.08 800.53 -16.187847 -51.244913 22700 185.456 8210264.17 473820.84
116.13 802.81 -16.188872 -51.244893 22700 162.199 8210150.79 473823.05
112.78 804.38 -16.189903 -51.244888 22700 148.318 8210036.79 473823.78
99.51 802.56 -16.190942 -51.244905 22700 120.828 8209921.87 473822.14
93.88 802.94 -16.191983 -51.244949 22700 83.783 8209806.64 473817.53
94.18 803.12 -16.19303 -51.24503 22700 69.818 8209690.79 473809.06
96.01 804.29 -16.194078 -51.245121 22700 69.388 8209574.94 473799.4
99.21 805.69 -16.195125 -51.245207 22700 80.543 8209459.09 473790.33
103.63 805.79 -16.196175 -51.24528 22700 85.616 8209342.93 473782.75
110.33 804.91 -16.197228 -51.24533 22700 96.968 8209226.47 473777.54
101.8 803.3 -16.198283 -51.24536 22700 104.682 8209109.7 473774.42
97.84 799.77 -16.19935 -51.24536 22700 108.922 8208991.71 473774.56
103.02 794.39 -16.200428 -51.245324 22700 102.692 8208872.49 473778.56
112.62 784.46 -16.201519 -51.245263 22700 64.772 8208751.74 473785.24
123.44 773.09 -16.202628 -51.245196 22700 25.044 8208629.15 473792.51
132.13 760.76 -16.203753 -51.245132 22700 22.548 8208504.72 473799.49
134.42 745.83 -16.204894 -51.245071 22700 31.853 8208378.44 473806.17
130.15 731.66 -16.206061 -51.245005 22700 53.18 8208249.39 473813.45
134.72 719.22 -16.207244 -51.24493 22700 84.236 8208118.5 473821.62
131.22 707.63 -16.208447 -51.244852 22700 96.355 8207985.47 473830.09
123.75 697.79 -16.209664 -51.244799 22700 88.216 8207850.89 473835.9
119.64 689.08 -16.210894 -51.244782 22700 101.993 8207714.77 473837.84
120.7 681.7 -16.21213 -51.244791 22700 113.138 8207578.03 473837.11
124.51 676.56 -16.213378 -51.244813 22700 148.002 8207440.07 473834.9
121.62 671.07 -16.214625 -51.244855 22700 198.728 8207302.1 473830.61
120.55 667.32 -16.215878 -51.244907 22700 152.363 8207163.51 473825.14
117.35 664.67 -16.21713 -51.24496 22700 166.285 8207024.92 473819.66
120.09 660.42 -16.218383 -51.245013 22700 159.162 8206886.34 473814.19
115.21 652.66 -16.219644 -51.245068 22700 133.249 8206746.83 473808.42
109.28 643.89 -16.220911 -51.245124 22700 92.709 8206606.71 473802.65
101.5 634.75 -16.222186 -51.245166 22700 91.2 8206465.67 473798.37
99.52 628.83 -16.223466 -51.245166 22700 74.703 8206324.01 473798.54
100.58 625.2 -16.22475 -51.245146 22700 0.952 8206182.06 473800.78
105.62 623.88 -16.22603 -51.24511 22700 -16.218 8206040.41 473804.81
110.95 623.25 -16.227308 -51.245066 22700 38.87 8205899.07 473809.73
116.28 622.47 -16.228586 -51.24501 22700 81.248 8205757.73 473815.84
117.35 618.55 -16.229861 -51.244952 22700 83.552 8205616.7 473822.24
122.53 614.31 -16.231139 -51.244907 22700 111.069 8205475.37 473827.16
115.52 610.87 -16.232416 -51.244877 22700 131.254 8205334.02 473830.59
109.12 608.92 -16.233691 -51.244866 22700 102.733 8205192.99 473831.95
104.85 608.29 -16.234964 -51.244885 22700 100.588 8205052.26 473830.04
104.24 608.85 -16.23623 -51.244927 22700 92.935 8204912.14 473825.76
105.77 610.01 -16.237491 -51.244982 22700 53.214 8204772.63 473819.99
105.16 610.68 -16.238747 -51.245032 22700 41.972 8204633.73 473814.81
105.46 612.36 -16.239994 -51.245088 22700 63.983 8204495.76 473809.04
111.77 603.76 -16.238827 -51.240582 22710 28.621 8204625.39 474290.36
109.91 602.85 -16.237644 -51.240524 22710 32.943 8204756.29 474296.44
108.69 601.94 -16.236466 -51.240466 22710 25.935 8204886.58 474302.53
111.56 602.43 -16.235294 -51.240416 22710 52.089 8205016.26 474307.72
111.34 603.31 -16.234122 -51.240371 22710 52.088 8205145.93 474312.31
110.4 602.61 -16.232955 -51.240338 22710 91.667 8205274.99 474315.72
111.4 602.48 -16.231789 -51.240327 22710 149.942 8205404.04 474316.76
112.04 602.21 -16.230619 -51.24033 22710 141.786 8205533.41 474316.31
105.22 601.59 -16.229453 -51.240357 22710 126.074 8205662.46 474313.19
99.85 602.42 -16.228283 -51.240405 22710 80.07 8205791.81 474307.99
98.79 605.66 -16.227122 -51.240463 22710 81.119 8205920.24 474301.61
103.94 610.84 -16.225966 -51.240502 22710 92.648 8206048.06 474297.3
112.78 617.95 -16.224822 -51.240524 22710 103.445 8206174.65 474294.78
118.99 625.24 -16.223689 -51.240524 22710 79.319 8206300.02 474294.63
122.5 631.99 -16.222564 -51.240507 22710 88.139 8206424.47 474296.26
127.71 636.75 -16.221447 -51.240468 22710 163.206 8206548.0 474300.28
133.62 640.79 -16.220339 -51.240402 22710 210.916 8206670.6 474307.26
136.07 645.1 -16.219241 -51.240318 22710 182.444 8206791.99 474316.02
134.75 649.92 -16.21815 -51.240224 22710 134.367 8206912.76 474325.97
137.04 655.85 -16.217066 -51.240138 22710 126.423 8207032.6 474335.03
140.33 661.48 -16.215989 -51.240071 22710 125.624 8207151.83 474342.02
140.39 666.17 -16.214914 -51.240027 22710 128.059 8207270.75 474346.63
143.56 671.46 -16.213841 -51.240005 22710 130.1 8207389.36 474348.87
148.38 676.74 -16.212772 -51.240013 22710 134.677 8207507.66 474347.84
145.06 682.05 -16.211708 -51.240057 22710 132.205 8207625.34 474342.95
138.01 687.11 -16.210644 -51.240132 22710 131.932 8207743.01 474334.8
145.94 693.67 -16.209586 -51.240218 22710 133.866 8207860.07 474325.45
153.25 703.41 -16.208539 -51.240307 22710 117.265 8207975.9 474315.82
156.54 714.81 -16.2075 -51.240385 22710 102.624 8208090.81 474307.37
156.48 726.41 -16.206475 -51.240446 22710 85.709 8208204.18 474300.71
157.86 737.24 -16.205461 -51.240491 22710 68.549 8208316.33 474295.82
170.62 747.7 -16.204453 -51.240521 22710 61.683 8208427.87 474292.43
177.23 757.67 -16.20345 -51.240538 22710 57.038 8208538.79 474290.52
175.38 765.47 -16.202453 -51.240546 22710 51.634 8208649.1 474289.5
165.53 770.77 -16.201453 -51.240524 22710 52.452 8208759.72 474291.74
146.91 774.87 -16.200455 -51.240482 22710 38.5 8208870.03 474296.07
126.55 777.49 -16.199453 -51.240418 22710 24.081 8208980.97 474302.76
112.11 777.61 -16.198447 -51.240349 22710 27.924 8209092.21 474310.06
99.24 775.91 -16.19743 -51.240277 22710 49.199 8209204.68 474317.64
89.79 773.98 -16.196405 -51.240221 22710 66.941 8209318.07 474323.45
84.98 771.97 -16.195369 -51.24018 22710 70.811 8209432.68 474327.77
94.55 772.77 -16.194328 -51.24016 22710 75.634 8209547.91 474329.71
141.06 774.38 -16.193283 -51.24016 22710 161.806 8209663.45 474329.58
164.14 776.38 -16.192236 -51.240177 22710 160.438 8209779.28 474327.66
157.52 777.92 -16.191183 -51.240213 22710 100.324 8209895.73 474323.66
144.29 777.31 -16.19013 -51.240255 22710 63.667 8210012.18 474319.07
123.29 774.85 -16.189067 -51.240299 22710 65.837 8210129.86 474314.18
116.01 770.86 -16.187994 -51.240335 22710 88.314 8210248.46 474310.19
125.95 764.32 -16.186911 -51.240366 22710 142.533 8210368.3 474306.78
156.12 755.56 -16.185814 -51.240382 22710 194.156 8210489.67 474304.86
206.65 748.98 -16.184703 -51.240385 22710 198.201 8210612.57 474304.41
194.75 743.86 -16.183581 -51.240366 22710 169.482 8210736.71 474306.35
155.81 738.55 -16.18245 -51.240335 22710 124.938 8210861.77 474309.47
127.22 733.65 -16.181308 -51.240302 22710 82.733 8210988.07 474312.88
118.99 729.54 -16.180161 -51.240282 22710 62.635 8211114.97 474314.81
126.56 725.91 -16.179006 -51.240277 22710 63.265 8211242.8 474315.26
130.36 723.11 -16.177847 -51.240285 22710 57.855 8211370.93 474314.22
123.57 720.77 -16.176689 -51.240307 22710 53.482 8211499.05 474311.69
118.02 719.44 -16.175528 -51.240338 22710 41.207 8211627.49 474308.27
104.61 719.97 -16.174369 -51.240366 22710 13.28 8211755.62 474305.15
86.47 719.31 -16.173214 -51.24038 22710 -28.884 8211883.44 474303.52
76.2 714.56 -16.172056 -51.24038 22710 48.272 8212011.57 474303.37
100.95 706.4 -16.170892 -51.240363 22710 168.13 8212140.32 474305.0
118.99 696.66 -16.169719 -51.240341 22710 121.258 8212269.99 474307.22
129.97 686.08 -16.168533 -51.240313 22710 102.027 8212401.2 474310.04
152.15 674.59 -16.167339 -51.240274 22710 100.473 8212533.33 474314.04
181.46 665.47 -16.166128 -51.240216 22710 100.181 8212667.3 474320.12
204.01 657.68 -16.164914 -51.240157 22710 98.998 8212801.59 474326.2
212.34 650.66 -16.163695 -51.240096 22710 99.569 8212936.49 474332.58
206.06 644.17 -16.162475 -51.240038 22710 99.6 8213071.38 474338.65
201.63 636.6 -16.161253 -51.239985 22710 111.28 8213206.59 474344.14
198.78 628.31 -16.160028 -51.239941 22710 138.764 8213342.1 474348.73
194.75 620.35 -16.1588 -51.239905 22710 171.163 8213477.92 474352.43
191.51 612.6 -16.15757 -51.23988 22710 194.679 8213614.04 474354.95
184.11 603.4 -16.156336 -51.239874 22710 216.246 8213750.47 474355.38
177.82 594.32 -16.155097 -51.239891 22710 237.174 8213887.51 474353.44
173.99 587.26 -16.153858 -51.239935 22710 253.439 8214024.54 474348.53
169.36 580.56 -16.15262 -51.24001 22710 262.529 8214161.58 474340.35
165.99 575.43 -16.151383 -51.240105 22710 268.434 8214298.3 474330.09
161.29 570.32 -16.150147 -51.240213 22710 276.221 8214435.02 474318.35
157.12 563.87 -16.148908 -51.24031 22710 285.427 8214572.05 474307.8
153.86 557.2 -16.14767 -51.240388 22710 284.014 8214709.08 474299.32
149.75 549.45 -16.146428 -51.240444 22710 271.132 8214846.42 474293.22
144.41 541.54 -16.145186 -51.240471 22710 246.735 8214983.77 474290.09
138.8 533.9 -16.143945 -51.24048 22710 227.903 8215121.12 474289.04
135.51 526.94 -16.142703 -51.24048 22710 221.585 8215258.47 474288.88
134.11 520.33 -16.141459 -51.240471 22710 231.409 8215396.12 474289.61
133.87 514.49 -16.14022 -51.240446 22710 240.558 8215533.17 474292.12
135.4 508.87 -16.138984 -51.240402 22710 263.575 8215669.91 474296.71
136.0 502.3 -16.137747 -51.240349 22710 291.876 8215806.65 474302.2
128.53 495.57 -16.136509 -51.240302 22710 319.028 8215943.7 474307.09
121.37 490.38 -16.135272 -51.240274 22710 339.352 8216080.43 474309.9
117.77 485.31 -16.134036 -51.240277 22710 344.858 8216217.17 474309.44
111.07 479.46 -16.132803 -51.24031 22710 319.86 8216353.59 474305.72
107.9 475.19 -16.131575 -51.240371 22710 321.883 8216489.4 474299.02
108.14 472.41 -16.13035 -51.240458 22710 304.281 8216624.89 474289.66
112.75 471.08 -16.129134 -51.240552 22710 290.383 8216759.46 474279.4
123.08 474.18 -16.127925 -51.240635 22710 288.095 8216893.11 474270.34
127.07 477.13 -16.126728 -51.240708 22710 270.212 8217025.54 474262.46
119.85 478.36 -16.125539 -51.240752 22710 254.031 8217157.04 474257.55
115.82 477.25 -16.124356 -51.240766 22710 242.54 8217287.93 474255.92
107.66 471.46 -16.123178 -51.240749 22710 231.956 8217418.22 474257.55
102.6 466.84 -16.121995 -51.240719 22710 245.337 8217549.12 474260.66
99.19 464.09 -16.120806 -51.240688 22710 249.542 8217680.63 474263.77
96.75 463.4 -16.119617 -51.24066 22710 218.183 8217812.15 474266.59
96.32 465.05 -16.118428 -51.240635 22710 199.18 8217943.66 474269.11
96.8 467.46 -16.117248 -51.240605 22710 190.274 8218074.25 474272.22
97.48 468.97 -16.116075 -51.24056 22710 181.917 8218203.93 474276.83
96.93 469.04 -16.114906 -51.240516 22710 189.676 8218333.29 474281.43
97.17 470.26 -16.113742 -51.240469 22710 193.087 8218462.04 474286.33
99.33 471.86 -16.112578 -51.240433 22710 180.531 8218590.79 474290.04
101.68 473.75 -16.11142 -51.24041 22710 176.071 8218718.92 474292.26
104.36 475.39 -16.110267 -51.240399 22710 165.594 8218846.44 474293.3
106.32 474.39 -16.109114 -51.240388 22710 147.916 8218973.96 474294.34
107.62 472.51 -16.107959 -51.240377 22710 135.579 8219101.78 474295.38
111.56 470.83 -16.106803 -51.240355 22710 134.418 8219229.61 474297.61
116.19 467.37 -16.105642 -51.240324 22710 140.509 8219358.05 474300.73
114.06 462.8 -16.104478 -51.240299 22710 144.261 8219486.8 474303.25
98.88 458.93 -16.103306 -51.240291 22710 130.024 8219616.47 474303.99
95.28 457.5 -16.102134 -51.240313 22710 124.447 8219746.13 474301.46
93.79 458.45 -16.100961 -51.240371 22710 138.896 8219875.79 474295.07
95.52 460.27 -16.099795 -51.240444 22710 143.143 8220004.83 474287.2
98.66 462.52 -16.098631 -51.240505 22710 133.214 8220133.57 474280.51
103.02 465.33 -16.097473 -51.240541 22710 118.297 8220261.7 474276.5
108.57 467.66 -16.09632 -51.240544 22710 123.482 8220389.21 474276.06
113.99 468.58 -16.09517 -51.240519 22710 135.456 8220516.42 474278.58
119.42 468.11 -16.094025 -51.24048 22710 143.582 8220643.02 474282.59
128.44 468.51 -16.092881 -51.24043 22710 157.916 8220769.62 474287.79
135.18 468.84 -16.091739 -51.240374 22710 163.153 8220895.92 474293.59
137.95 472.19 -16.090603 -51.24031 22710 150.395 8221021.6 474300.27
136.8 479.12 -16.089478 -51.240233 22710 135.348 8221146.05 474308.45
140.51 487.41 -16.08837 -51.240149 22710 131.668 8221268.66 474317.22
145.49 497.23 -16.08727 -51.240085 22710 124.618 8221390.34 474323.91
151.97 508.89 -16.086189 -51.240035 22710 115.352 8221509.88 474329.11
156.85 519.63 -16.08512 -51.24001 22710 60.037 8221628.18 474331.65
157.03 528.92 -16.084067 -51.240005 22710 14.638 8221744.63 474332.11
155.51 537.57 -16.083025 -51.240027 22710 -2.168 8221859.85 474329.6
152.77 546.73 -16.081995 -51.240074 22710 -1.993 8221973.84 474324.42
150.26 554.85 -16.080975 -51.240138 22710 -7.732 8222086.6 474317.45
108.67 505.88 -16.080012 -51.235713 22720 7.175 8222193.77 474790.58
103.63 494.67 -16.0811 -51.235785 22720 2.404 8222073.31 474782.99
112.17 486.73 -16.082212 -51.235838 22720 15.741 8221950.4 474777.49
121.92 479.36 -16.083334 -51.235883 22720 79.807 8221826.26 474772.88
120.24 471.6 -16.08447 -51.235916 22720 155.488 8221700.58 474769.46
116.43 464.5 -16.085612 -51.235941 22720 171.683 8221574.29 474766.93
110.18 459.11 -16.086762 -51.235949 22720 165.508 8221447.08 474766.18
109.12 455.77 -16.087917 -51.235952 22720 170.452 8221319.26 474766.03
118.26 453.15 -16.089078 -51.235947 22720 173.932 8221190.82 474766.77
109.73 448.83 -16.090245 -51.235938 22720 182.095 8221061.77 474767.81
97.53 444.1 -16.091414 -51.235913 22720 194.708 8220932.42 474770.63
98.45 442.73 -16.092589 -51.235872 22720 204.759 8220802.45 474775.24
96.93 443.33 -16.093764 -51.235824 22720 208.022 8220672.48 474780.43
93.88 444.52 -16.094934 -51.235774 22720 187.772 8220543.13 474785.93
97.08 449.81 -16.0961 -51.235747 22720 153.848 8220414.08 474789.05
100.58 455.66 -16.097256 -51.235727 22720 136.81 8220286.26 474791.27
103.63 459.82 -16.098403 -51.235722 22720 135.891 8220159.36 474792.01
103.94 461.68 -16.099545 -51.235724 22720 132.201 8220033.07 474791.86
103.63 460.49 -16.100686 -51.235735 22720 112.261 8219906.78 474790.82
99.36 458.23 -16.101831 -51.235752 22720 102.655 8219780.19 474789.18
103.94 456.68 -16.102978 -51.235763 22720 101.318 8219653.28 474788.13
112.47 454.61 -16.104125 -51.235777 22720 100.679 8219526.38 474786.79
100.12 451.93 -16.105275 -51.235788 22720 116.321 8219399.17 474785.75
94.49 451.51 -16.106425 -51.235788 22720 143.242 8219271.96 474785.9
93.72 454.18 -16.107573 -51.235785 22720 136.421 8219145.06 474786.34
93.88 456.96 -16.108714 -51.235783 22720 143.74 8219018.77 474786.78
96.17 460.63 -16.109853 -51.235777 22720 175.953 8218892.8 474787.52
100.58 465.34 -16.110984 -51.235766 22720 200.783 8218767.74 474788.85
104.7 468.26 -16.112109 -51.235758 22720 214.097 8218643.3 474789.88
109.12 470.58 -16.113234 -51.235752 22720 224.37 8218518.85 474790.62
112.01 470.27 -16.114359 -51.235749 22720 223.365 8218394.41 474791.06
113.08 468.98 -16.115481 -51.235741 22720 224.924 8218270.28 474792.09
112.78 466.04 -16.116609 -51.235735 22720 219.891 8218145.53 474792.83
112.47 461.58 -16.117739 -51.235719 22720 226.497 8218020.47 474794.75
112.62 458.9 -16.118881 -51.235708 22720 246.414 8217894.18 474796.09
111.25 454.5 -16.120025 -51.235705 22720 262.956 8217767.59 474796.53
103.78 449.87 -16.121178 -51.235713 22720 266.453 8217640.07 474795.78
106.98 447.3 -16.122328 -51.235724 22720 276.874 8217512.86 474794.74
101.04 447.96 -16.123481 -51.235741 22720 294.92 8217385.35 474793.11
97.54 449.67 -16.124631 -51.235758 22720 304.035 8217258.13 474791.47
98.29 452.69 -16.125778 -51.235774 22720 319.395 8217131.23 474789.83
104.24 456.26 -16.126917 -51.235785 22720 306.431 8217005.25 474788.79
106.53 458.25 -16.128056 -51.235771 22720 320.354 8216879.27 474790.42
101.19 459.69 -16.129192 -51.235735 22720 336.846 8216753.6 474794.42
98.15 461.75 -16.130328 -51.235688 22720 349.392 8216627.94 474799.62
97.84 463.84 -16.131467 -51.235646 22720 353.473 8216501.96 474804.22
98.6 465.8 -16.132603 -51.235605 22720 356.917 8216376.3 474808.81
98.15 467.03 -16.133742 -51.23558 22720 357.848 8216250.32 474811.63
98.29 469.05 -16.134881 -51.235563 22720 355.328 8216124.34 474813.56
101.19 472.25 -16.136017 -51.235552 22720 348.184 8215998.67 474814.89
104.7 476.58 -16.137153 -51.235569 22720 310.685 8215872.99 474813.25
107.9 479.95 -16.138284 -51.235608 22720 300.588 8215747.93 474809.24
107.14 482.52 -16.139417 -51.235669 22720 302.962 8215622.56 474802.85
101.19 483.33 -16.140547 -51.235746 22720 312.598 8215497.49 474794.67
104.24 487.39 -16.141678 -51.235827 22720 324.524 8215372.42 474786.2
113.08 494.64 -16.142797 -51.235916 22720 328.619 8215248.58 474776.84
119.18 503.2 -16.143906 -51.23601 22720 322.998 8215125.97 474766.89
124.36 511.73 -16.145003 -51.236105 22720 311.321 8215004.59 474756.93
130.15 521.21 -16.146083 -51.236191 22720 302.865 8214885.05 474747.86
137.77 531.24 -16.147156 -51.236274 22720 296.52 8214766.44 474739.09
144.32 540.52 -16.148214 -51.236349 22720 299.242 8214649.36 474731.2
149.05 548.45 -16.149261 -51.236424 22720 301.353 8214533.51 474723.32
151.33 555.08 -16.1503 -51.23648 22720 300.618 8214418.58 474717.51
154.53 561.56 -16.151333 -51.236502 22720 294.043 8214304.28 474715.26
156.66 568.64 -16.152356 -51.236494 22720 282.289 8214191.2 474716.29
157.89 575.2 -16.153378 -51.236463 22720 269.947 8214078.13 474719.68
164.53 580.83 -16.154392 -51.236402 22720 258.302 8213965.99 474726.34
168.57 586.48 -16.155403 -51.23633 22720 242.277 8213854.15 474734.19
171.61 592.83 -16.156406 -51.236246 22720 222.786 8213743.24 474743.23
176.63 599.58 -16.157406 -51.236149 22720 210.192 8213632.63 474753.75
185.69 607.17 -16.158406 -51.236044 22720 208.152 8213522.03 474765.16
190.72 612.62 -16.159403 -51.235927 22720 207.558 8213411.73 474777.76
196.74 616.41 -16.160403 -51.235813 22720 197.582 8213301.13 474790.07
204.87 622.54 -16.161397 -51.235713 22720 176.758 8213191.14 474800.88
212.87 632.36 -16.162389 -51.235638 22720 156.42 8213081.45 474809.03
222.99 642.7 -16.163378 -51.235582 22720 139.251 8212972.07 474815.09
230.99 652.15 -16.164364 -51.235546 22720 123.629 8212863.0 474819.08
235.09 660.8 -16.165344 -51.235532 22720 113.101 8212754.53 474820.69
220.94 669.64 -16.166322 -51.235549 22720 109.211 8212646.37 474819.03
184.7 678.95 -16.167294 -51.235594 22720 105.639 8212538.82 474814.4
165.53 688.53 -16.168258 -51.235666 22720 98.796 8212432.19 474806.8
153.92 698.14 -16.169219 -51.235763 22720 89.754 8212325.86 474796.53
142.19 706.18 -16.170172 -51.23588 22720 83.364 8212220.46 474784.18
127.41 712.71 -16.171125 -51.236013 22720 74.293 8212115.05 474770.05
128.17 718.26 -16.172081 -51.236146 22720 55.963 8212009.33 474755.92
143.87 722.65 -16.173039 -51.23626 22720 51.469 8211903.31 474743.86
170.55 725.42 -16.174006 -51.23636 22720 52.357 8211796.37 474733.3
190.72 724.72 -16.174981 -51.236446 22720 53.697 8211688.5 474724.22
200.83 721.56 -16.175975 -51.236513 22720 59.517 8211578.49 474717.22
200.83 717.53 -16.176981 -51.23656 22720 69.141 8211467.26 474712.3
153.46 711.76 -16.178008 -51.236577 22720 76.101 8211353.56 474710.64
134.11 703.54 -16.179053 -51.236574 22720 79.631 8211238.03 474711.08
146.6 694.19 -16.180119 -51.236546 22720 92.774 8211120.04 474714.18
170.62 686.24 -16.181206 -51.236499 22720 115.423 8210999.91 474719.37
184.7 682.05 -16.182311 -51.236438 22720 132.645 8210877.62 474726.04
190.72 678.9 -16.183431 -51.236363 22720 137.726 8210753.8 474734.2
170.55 676.75 -16.184558 -51.23628 22720 124.438 8210629.06 474743.25
146.61 675.53 -16.185692 -51.236194 22720 75.953 8210503.71 474752.6
151.64 681.23 -16.186822 -51.236105 22720 33.819 8210378.66 474762.25
168.57 689.46 -16.187947 -51.236016 22720 31.367 8210254.22 474771.89
190.72 699.93 -16.189064 -51.235932 22720 59.819 8210130.71 474780.94
196.8 711.46 -16.190169 -51.235866 22720 98.646 8210008.43 474788.21
169.62 722.76 -16.191255 -51.23581 22720 134.534 8209888.29 474794.28
151.79 733.03 -16.192333 -51.235771 22720 152.122 8209769.08 474798.58
119.94 742.76 -16.193397 -51.235755 22720 125.512 8209651.39 474800.49
112.17 753.03 -16.194453 -51.235755 22720 60.288 8209534.63 474800.63
105.92 762.12 -16.195503 -51.235771 22720 23.52 8209418.48 474798.98
110.34 767.0 -16.196555 -51.235802 22720 13.279 8209302.02 474795.85
117.5 767.61 -16.197617 -51.235844 22720 17.906 8209184.64 474791.53
137.46 764.58 -16.198689 -51.235896 22720 54.995 8209066.03 474786.03
142.5 757.07 -16.199778 -51.235955 22720 110.625 8208945.57 474779.93
145.08 748.48 -16.20088 -51.236021 22720 149.34 8208823.58 474772.94
151.64 737.75 -16.202005 -51.236082 22720 172.109 8208699.12 474766.56
150.27 726.04 -16.203139 -51.236138 22720 184.311 8208573.75 474760.76
152.24 714.65 -16.204294 -51.23618 22720 173.071 8208445.92 474756.46
148.74 702.59 -16.205458 -51.236199 22720 119.275 8208317.17 474754.53
144.63 691.97 -16.206639 -51.236196 22720 72.883 8208186.58 474754.97
140.21 682.26 -16.207828 -51.23618 22720 88.605 8208055.07 474756.91
137.77 674.53 -16.209025 -51.236155 22720 107.449 8207922.64 474759.73
137.46 668.2 -16.210225 -51.236116 22720 105.527 8207789.91 474764.04
136.85 663.32 -16.211428 -51.236055 22720 102.918 8207656.87 474770.72
135.33 657.67 -16.212633 -51.23598 22720 97.974 8207523.52 474778.89
132.74 652.07 -16.213839 -51.235882 22720 89.206 8207390.18 474789.44
131.06 646.66 -16.215047 -51.235782 22720 92.047 8207256.53 474800.28
129.23 642.03 -16.216255 -51.235696 22720 111.331 8207122.88 474809.64
126.19 637.78 -16.217469 -51.23563 22720 145.542 8206988.61 474816.92
112.47 633.02 -16.218683 -51.235613 22720 202.249 8206854.33 474818.85
98.15 627.84 -16.219903 -51.23563 22720 305.92 8206719.44 474817.23
98.61 622.72 -16.221128 -51.23568 22720 397.937 8206583.93 474812.04
96.32 616.3 -16.222358 -51.235749 22720 221.444 8206447.8 474804.77
97.08 612.35 -16.223589 -51.235835 22720 58.224 8206311.67 474795.73
103.02 612.4 -16.224819 -51.235921 22720 14.098 8206175.53 474786.68
113.08 610.87 -16.22605 -51.236002 22720 79.295 8206039.4 474778.23
116.74 607.08 -16.22728 -51.236077 22720 67.959 8205903.27 474770.37
109.27 601.09 -16.228522 -51.236143 22720 173.048 8205765.92 474763.41
102.72 595.59 -16.229766 -51.236193 22720 230.193 8205628.25 474758.22
95.1 591.65 -16.231014 -51.236221 22720 249.767 8205490.28 474755.41
89.0 589.99 -16.232258 -51.236221 22720 214.15 8205352.63 474755.57
89.0 593.07 -16.233491 -51.236205 22720 120.838 8205216.2 474757.51
89.92 596.63 -16.234716 -51.236185 22720 123.421 8205080.7 474759.74
91.75 600.48 -16.23593 -51.236171 22720 134.893 8204946.42 474761.38
94.79 605.15 -16.237139 -51.236171 22720 128.869 8204812.76 474761.54
98.29 609.88 -16.238333 -51.236177 22720 115.63 8204680.63 474761.1
99.97 612.47 -16.239527 -51.236185 22720 74.655 8204548.5 474760.36
108.63 616.75 -16.239222 -51.231349 22730 206.229 8204582.89 475277.12
110.27 616.06 -16.238047 -51.231352 22730 129.057 8204712.87 475276.68
110.92 615.17 -16.236872 -51.23136 22730 107.723 8204842.84 475275.64
112.35 614.83 -16.2357 -51.231366 22730 136.114 8204972.51 475274.9
114.27 611.81 -16.234527 -51.231371 22730 117.411 8205102.18 475274.16
111.93 608.04 -16.233355 -51.23138 22730 82.051 8205231.85 475273.12
115.58 608.29 -16.232183 -51.231388 22730 87.382 8205361.51 475272.09
116.8 610.03 -16.231022 -51.231382 22730 126.856 8205489.95 475272.54
117.71 614.21 -16.229866 -51.23136 22730 117.895 8205617.78 475274.77
110.89 618.54 -16.228719 -51.231324 22730 124.729 8205744.69 475278.48
107.13 621.69 -16.22758 -51.231288 22730 156.803 8205870.67 475282.2
104.79 624.52 -16.226447 -51.231268 22730 191.492 8205996.04 475284.14
102.78 628.14 -16.225319 -51.231263 22730 150.641 8206120.79 475284.59
101.92 632.32 -16.224197 -51.231266 22730 110.546 8206244.93 475284.15
99.27 633.83 -16.223075 -51.231277 22730 310.203 8206369.07 475282.82
99.37 635.83 -16.221958 -51.231293 22730 521.471 8206492.59 475280.9
102.75 638.79 -16.220841 -51.23131 22730 412.182 8206616.11 475278.98
109.61 641.07 -16.219733 -51.231324 22730 257.903 8206738.71 475277.36
112.81 642.36 -16.218628 -51.231327 22730 185.254 8206861.0 475276.92
116.62 643.07 -16.217522 -51.231319 22730 162.167 8206983.3 475277.68
114.78 643.26 -16.216422 -51.231302 22730 131.417 8207104.98 475279.32
111.13 643.05 -16.215322 -51.23128 22730 94.347 8207226.66 475281.56
107.56 643.41 -16.214225 -51.231252 22730 75.82 8207348.03 475284.39
106.99 644.49 -16.21313 -51.231224 22730 58.201 8207469.1 475287.22
110.37 645.97 -16.212041 -51.231185 22730 34.438 8207589.56 475291.24
118.14 647.77 -16.210955 -51.231141 22730 23.616 8207709.7 475295.86
127.1 648.58 -16.209869 -51.231094 22730 37.463 8207829.85 475300.77
123.69 646.65 -16.208783 -51.231055 22730 72.298 8207950.0 475304.79
121.31 645.54 -16.207694 -51.231044 22730 99.431 8208070.45 475305.84
128.2 647.31 -16.206605 -51.231063 22730 129.499 8208190.9 475303.63
