ALTURA GPSALT LAT LONG Line MAGIGRF X Y
109.88 433.44 -16.109414 -51.193572 22810 204.703 8218946.05 479300.65
108.75 430.74 -16.108192 -51.193513 22810 215.275 8219081.25 479306.76
109.36 429.67 -16.106967 -51.19348 22810 207.891 8219216.76 479310.19
109.73 429.19 -16.105745 -51.193475 22810 197.348 8219351.95 479310.66
109.45 429.18 -16.104525 -51.1935 22810 192.634 8219486.84 479307.86
110.64 428.89 -16.103309 -51.193555 22810 191.919 8219621.42 479301.79
106.38 427.64 -16.102095 -51.193639 22810 176.816 8219755.69 479292.76
100.03 426.14 -16.100884 -51.193739 22810 160.451 8219889.64 479281.94
96.44 424.94 -16.099673 -51.193827 22810 146.26 8220023.6 479272.31
96.07 425.31 -16.098464 -51.193889 22810 144.402 8220157.26 479265.64
104.82 428.79 -16.097261 -51.1939 22810 135.497 8220290.3 479264.33
114.67 432.76 -16.09607 -51.193872 22810 124.439 8220422.12 479267.18
115.28 432.56 -16.094884 -51.193827 22810 114.404 8220553.33 479271.81
110.09 428.08 -16.093695 -51.193775 22810 103.27 8220684.84 479277.33
105.98 423.92 -16.0925 -51.193714 22810 92.016 8220816.98 479283.74
103.33 421.53 -16.091306 -51.193655 22810 102.367 8220949.11 479289.85
104.12 420.31 -16.090109 -51.193605 22810 119.885 8221081.54 479295.08
102.41 420.42 -16.088914 -51.193561 22810 130.847 8221213.67 479299.71
101.04 421.18 -16.087725 -51.193525 22810 129.436 8221345.18 479303.44
100.58 424.34 -16.086542 -51.193491 22810 129.597 8221476.08 479306.89
101.8 428.72 -16.085367 -51.193461 22810 131.102 8221606.06 479310.03
97.84 431.5 -16.084195 -51.19343 22810 119.924 8221735.73 479313.18
85.31 432.31 -16.083031 -51.193414 22810 105.583 8221864.47 479314.84
85.1 432.97 -16.081864 -51.193416 22810 119.483 8221993.53 479314.42
88.27 434.27 -16.080703 -51.193425 22810 133.242 8222121.96 479313.41
96.65 444.02 -16.080398 -51.189011 22820 125.044 8222156.2 479785.44
94.18 444.64 -16.081464 -51.189 22820 125.468 8222038.21 479786.74
94.18 446.8 -16.082528 -51.188991 22820 118.604 8221920.53 479787.73
95.22 449.02 -16.083589 -51.188991 22820 122.52 8221803.15 479787.84
96.99 450.8 -16.084648 -51.188991 22820 124.653 8221686.08 479787.95
100.28 452.33 -16.085706 -51.188989 22820 122.292 8221569.02 479788.35
105.07 452.66 -16.086759 -51.188986 22820 118.627 8221452.56 479788.76
108.33 451.06 -16.087814 -51.188983 22820 113.148 8221335.8 479789.16
106.53 447.07 -16.088878 -51.188977 22820 100.576 8221218.12 479789.86
104.73 441.19 -16.089948 -51.188977 22820 86.109 8221099.82 479789.97
106.59 434.48 -16.091031 -51.188991 22820 96.613 8220979.99 479788.6
104.0 428.08 -16.09212 -51.189025 22820 106.159 8220859.54 479785.14
96.87 422.37 -16.09322 -51.189072 22820 106.384 8220737.85 479780.2
100.58 420.98 -16.09432 -51.189127 22820 101.521 8220616.17 479774.37
96.65 422.97 -16.09542 -51.189189 22820 102.416 8220494.49 479767.95
95.22 425.85 -16.096511 -51.189239 22820 111.002 8220373.73 479762.71
97.63 429.28 -16.0976 -51.18928 22820 118.778 8220253.28 479758.37
102.9 433.11 -16.098681 -51.189311 22820 133.6 8220133.75 479755.21
105.07 436.68 -16.099756 -51.18933 22820 151.238 8220014.83 479753.24
107.22 440.07 -16.100825 -51.189339 22820 158.455 8219896.53 479752.46
109.48 441.93 -16.101892 -51.189344 22820 167.017 8219778.54 479751.97
110.4 442.39 -16.102956 -51.189347 22820 177.767 8219660.86 479751.78
114.21 441.67 -16.104022 -51.18935 22820 182.291 8219542.87 479751.59
117.83 439.16 -16.105092 -51.189352 22820 185.82 8219424.57 479751.41
113.78 434.99 -16.10617 -51.189352 22820 194.962 8219305.35 479751.52
108.51 430.04 -16.107253 -51.189339 22820 204.322 8219185.52 479753.11
104.52 425.7 -16.108345 -51.189305 22820 212.694 8219064.77 479756.79
100.22 423.42 -16.109439 -51.189266 22820 193.237 8218943.71 479761.06
99.54 424.2 -16.110531 -51.189227 22820 174.244 8218822.96 479765.33
100.21 427.69 -16.11162 -51.1892 22820 145.51 8218702.51 479768.41
104.48 432.73 -16.1127 -51.189186 22820 160.439 8218582.99 479770.0
106.07 437.44 -16.113772 -51.189177 22820 178.699 8218464.38 479771.0
108.51 441.35 -16.114839 -51.189175 22820 196.102 8218346.39 479771.41
107.11 445.26 -16.115897 -51.189166 22820 209.461 8218229.32 479772.41
106.8 448.55 -16.116953 -51.189152 22820 219.312 8218112.56 479774.0
105.46 450.29 -16.118003 -51.189136 22820 213.859 8217996.42 479775.89
101.96 450.67 -16.119053 -51.189105 22820 220.502 8217880.27 479779.26
98.08 450.6 -16.120103 -51.189066 22820 225.177 8217764.13 479783.53
96.19 451.07 -16.121153 -51.189019 22820 231.872 8217647.99 479788.68
96.25 453.49 -16.1222 -51.188977 22820 240.718 8217532.15 479793.24
97.23 456.68 -16.123245 -51.18895 22820 249.731 8217416.62 479796.32
98.63 458.93 -16.124289 -51.188938 22820 260.273 8217301.09 479797.61
100.43 460.65 -16.125328 -51.188941 22820 275.005 8217186.17 479797.42
102.78 462.47 -16.126367 -51.188961 22820 289.256 8217071.26 479795.45
104.88 464.06 -16.127406 -51.188988 22820 295.65 8216956.33 479792.58
107.66 465.36 -16.128442 -51.189013 22820 296.681 8216841.72 479790.02
106.56 466.19 -16.129481 -51.189038 22820 311.799 8216726.8 479787.45
104.48 466.16 -16.13052 -51.189055 22820 327.768 8216611.88 479785.77
101.74 465.26 -16.131558 -51.189063 22820 342.917 8216496.96 479784.99
96.99 464.34 -16.132603 -51.189066 22820 359.85 8216381.43 479784.8
91.29 464.2 -16.133645 -51.189061 22820 370.708 8216266.21 479785.5
91.69 465.98 -16.134689 -51.189052 22820 388.036 8216150.67 479786.49
95.8 468.53 -16.135725 -51.189038 22820 404.181 8216036.06 479788.08
96.56 470.37 -16.136761 -51.189019 22820 421.273 8215921.46 479790.27
96.1 470.69 -16.137795 -51.188988 22820 436.694 8215807.16 479793.64
94.3 469.24 -16.138833 -51.18895 22820 443.102 8215692.24 479797.9
92.35 467.8 -16.139875 -51.188913 22820 459.107 8215577.02 479801.87
92.17 467.21 -16.14092 -51.18888 22820 474.662 8215461.49 479805.54
93.09 466.47 -16.14197 -51.188863 22820 482.092 8215345.35 479807.43
93.94 465.17 -16.143022 -51.188866 22820 494.772 8215228.89 479807.24
94.18 462.39 -16.144078 -51.188902 22820 514.164 8215112.13 479803.49
94.18 458.89 -16.145142 -51.188969 22820 527.791 8214994.44 479796.47
93.75 454.61 -16.146211 -51.189052 22820 534.728 8214876.13 479787.67
94.0 448.74 -16.147289 -51.189141 22820 529.775 8214756.9 479778.27
95.13 442.54 -16.148375 -51.18923 22820 522.955 8214636.75 479768.88
92.54 439.05 -16.149469 -51.189313 22820 535.771 8214515.68 479760.08
92.69 441.75 -16.150561 -51.18938 22820 556.765 8214394.92 479753.07
95.34 448.81 -16.151644 -51.189419 22820 550.643 8214275.08 479749.02
97.17 457.36 -16.152711 -51.18943 22820 520.388 8214157.09 479747.94
100.46 466.52 -16.153764 -51.189427 22820 496.588 8214040.63 479748.34
104.06 475.89 -16.154803 -51.189413 22820 458.786 8213925.72 479749.93
108.27 484.67 -16.155825 -51.189386 22820 425.268 8213812.64 479753.01
106.23 492.45 -16.156836 -51.189344 22820 385.552 8213700.8 479757.57
103.63 500.3 -16.157839 -51.189294 22820 320.578 8213589.88 479763.01
93.64 507.33 -16.158833 -51.189238 22820 221.326 8213479.89 479769.05
80.9 512.66 -16.159825 -51.189197 22820 98.673 8213370.2 479773.61
79.22 516.05 -16.160814 -51.189166 22820 -39.611 8213260.81 479776.98
93.33 517.08 -16.161803 -51.189155 22820 -169.656 8213151.43 479778.27
111.34 517.11 -16.162794 -51.189155 22820 -321.604 8213041.73 479778.37
127.4 515.54 -16.163794 -51.189172 22820 -449.503 8212931.11 479776.69
130.42 512.49 -16.1648 -51.189194 22820 -561.061 8212819.88 479774.41
131.37 512.03 -16.165808 -51.189216 22820 -645.239 8212708.34 479772.14
140.09 517.89 -16.166814 -51.189238 22820 -697.277 8212597.11 479769.87
143.99 528.61 -16.1678 -51.189266 22820 -723.674 8212488.02 479767.0
140.48 541.83 -16.168767 -51.189297 22820 -736.246 8212381.09 479763.83
130.46 556.02 -16.169711 -51.18933 22820 -745.027 8212276.62 479760.36
105.19 569.95 -16.17063 -51.189361 22820 -754.177 8212174.91 479757.19
82.18 583.13 -16.17153 -51.189377 22820 -760.906 8212075.35 479755.5
92.14 594.8 -16.172414 -51.189377 22820 -758.332 8211977.64 479755.59
124.67 602.61 -16.173292 -51.189363 22820 -742.725 8211880.54 479757.17
156.21 604.61 -16.174167 -51.189338 22820 -696.63 8211783.76 479759.93
202.82 600.67 -16.175055 -51.189311 22820 -641.262 8211685.43 479762.99
212.34 591.84 -16.175958 -51.189283 22820 -579.896 8211585.58 479766.05
209.3 578.9 -16.176889 -51.189252 22820 -516.172 8211482.64 479769.41
199.98 563.95 -16.177847 -51.189222 22820 -443.666 8211376.64 479772.77
191.18 549.08 -16.178839 -51.189202 22820 -363.675 8211266.95 479774.95
179.08 534.92 -16.179858 -51.189186 22820 -280.633 8211154.18 479776.84
169.03 521.17 -16.1809 -51.189177 22820 -200.096 8211038.96 479777.84
155.94 509.04 -16.181967 -51.189177 22820 -132.43 8210920.96 479777.95
141.49 498.92 -16.18305 -51.189197 22820 -89.594 8210801.13 479775.98
127.8 491.19 -16.18415 -51.189224 22820 -63.78 8210679.45 479773.12
118.69 486.17 -16.185264 -51.189266 22820 -41.184 8210556.23 479768.78
112.16 483.11 -16.18638 -51.189302 22820 1.154 8210432.7 479765.03
107.29 481.35 -16.187505 -51.18933 22820 67.05 8210308.26 479762.18
103.79 480.31 -16.18863 -51.189352 22820 124.051 8210183.81 479759.92
102.84 480.27 -16.189755 -51.189369 22820 147.482 8210059.36 479758.25
102.32 480.84 -16.190878 -51.18938 22820 160.915 8209935.23 479757.18
102.29 481.13 -16.191997 -51.189374 22820 181.368 8209811.4 479757.89
107.93 480.85 -16.193116 -51.189341 22820 215.917 8209687.57 479761.57
106.56 480.45 -16.194233 -51.189299 22820 246.028 8209564.05 479766.13
103.42 479.47 -16.195347 -51.189252 22820 261.973 8209440.84 479771.29
101.44 478.42 -16.196464 -51.189211 22820 272.837 8209317.33 479775.86
102.9 480.2 -16.197575 -51.189172 22820 276.882 8209194.42 479780.13
111.92 486.74 -16.198678 -51.189136 22820 279.182 8209072.44 479784.11
124.39 496.61 -16.199766 -51.189111 22820 291.465 8208951.99 479786.89
129.72 508.16 -16.200836 -51.189091 22820 311.225 8208833.7 479789.08
131.83 520.15 -16.201886 -51.18908 22820 343.387 8208717.55 479790.37
133.38 532.13 -16.202922 -51.189077 22820 368.015 8208602.94 479790.77
128.2 543.13 -16.203941 -51.189077 22820 383.073 8208490.17 479790.88
112.41 552.89 -16.204947 -51.189094 22820 387.816 8208378.94 479789.2
86.59 561.73 -16.205944 -51.189124 22820 387.533 8208268.62 479786.03
94.25 570.67 -16.206928 -51.189158 22820 391.783 8208159.85 479782.57
92.6 579.34 -16.207903 -51.189202 22820 380.157 8208051.99 479777.92
85.4 588.9 -16.208864 -51.189255 22820 376.459 8207945.67 479772.38
84.37 598.88 -16.209808 -51.189313 22820 390.607 8207841.19 479766.24
95.71 608.87 -16.210741 -51.189361 22820 397.924 8207737.95 479761.29
120.33 618.1 -16.211664 -51.189402 22820 398.604 8207635.93 479756.93
122.04 626.06 -16.212572 -51.189433 22820 395.028 8207535.45 479753.76
117.38 632.51 -16.213472 -51.189458 22820 398.597 8207435.89 479751.18
112.04 638.48 -16.214369 -51.18948 22820 417.995 8207336.64 479748.9
105.55 644.45 -16.215258 -51.189494 22820 441.176 8207238.31 479747.5
91.32 650.4 -16.216141 -51.189502 22820 461.221 8207140.6 479746.7
73.43 656.56 -16.217016 -51.189499 22820 480.001 8207043.81 479747.09
69.74 662.19 -16.217889 -51.189497 22820 498.513 8206947.33 479747.47
67.64 666.38 -16.218755 -51.189485 22820 449.149 8206851.46 479748.75
70.23 668.3 -16.219622 -51.189474 22820 439.599 8206755.6 479750.03
79.49 669.42 -16.220494 -51.189463 22820 436.31 8206659.11 479751.3
83.82 670.34 -16.221372 -51.189449 22820 434.923 8206562.02 479752.88
101.74 670.3 -16.222258 -51.189433 22820 453.575 8206464.0 479754.75
109.36 667.35 -16.223155 -51.189408 22820 472.61 8206364.76 479757.51
101.89 661.03 -16.224066 -51.189377 22820 473.968 8206263.97 479760.87
104.42 652.97 -16.224994 -51.189347 22820 481.144 8206161.35 479764.23
114.91 645.73 -16.225944 -51.18931 22820 506.087 8206056.27 479768.19
108.2 639.21 -16.226914 -51.189277 22820 522.026 8205949.03 479771.85
118.66 630.98 -16.227897 -51.189247 22820 530.353 8205840.26 479775.22
121.92 621.66 -16.2289 -51.189219 22820 534.725 8205729.34 479778.29
148.01 611.92 -16.229922 -51.189202 22820 553.882 8205616.27 479780.17
160.1 602.4 -16.230964 -51.189199 22820 581.743 8205501.04 479780.58
173.59 594.2 -16.232022 -51.18921 22820 603.478 8205383.97 479779.5
169.03 587.19 -16.233094 -51.18923 22820 620.213 8205265.36 479777.53
150.81 582.56 -16.234175 -51.189266 22820 638.076 8205145.83 479773.78
119.42 582.71 -16.235255 -51.189316 22820 643.536 8205026.3 479768.55
114.61 586.83 -16.236333 -51.189377 22820 638.984 8204907.07 479762.13
125.03 592.07 -16.237405 -51.189435 22820 658.559 8204788.46 479756.01
124.63 596.56 -16.238469 -51.189485 22820 649.23 8204670.77 479750.77
116.25 600.11 -16.239533 -51.189516 22820 618.324 8204553.08 479747.61
128.47 627.24 -16.239325 -51.184224 22830 688.677 8204576.64 480313.08
111.25 625.24 -16.238105 -51.18421 22830 701.002 8204711.54 480314.44
125.28 623.6 -16.236886 -51.184194 22830 722.228 8204846.43 480316.1
106.07 619.68 -16.235666 -51.184172 22830 696.098 8204981.32 480318.35
113.23 611.2 -16.234441 -51.184144 22830 686.95 8205116.83 480321.2
143.87 601.72 -16.233211 -51.184108 22830 700.744 8205252.96 480324.94
163.54 590.85 -16.231966 -51.184066 22830 682.738 8205390.62 480329.27
168.57 582.86 -16.230714 -51.184022 22830 649.295 8205529.2 480333.89
172.6 581.62 -16.229461 -51.183972 22830 618.922 8205667.78 480339.11
172.6 584.01 -16.228214 -51.183922 22830 586.539 8205805.75 480344.33
171.61 593.12 -16.226989 -51.183863 22830 556.04 8205941.26 480350.44
176.63 605.59 -16.225786 -51.183816 22830 528.033 8206074.32 480355.37
133.81 620.46 -16.224608 -51.183805 22830 502.391 8206204.6 480356.44
115.82 636.16 -16.223458 -51.183819 22830 493.189 8206331.81 480354.84
118.11 650.15 -16.222333 -51.183861 22830 494.226 8206456.25 480350.28
115.82 663.04 -16.22123 -51.183922 22830 494.481 8206578.23 480343.63
147.07 674.33 -16.220141 -51.183999 22830 499.704 8206698.67 480335.21
174.58 682.63 -16.219064 -51.184088 22830 496.759 8206817.88 480325.61
176.57 685.36 -16.217991 -51.184177 22830 480.652 8206936.48 480316.0
164.53 683.38 -16.216919 -51.184261 22830 458.76 8207055.08 480306.99
144.02 677.45 -16.215836 -51.184341 22830 438.474 8207174.91 480298.27
126.49 667.79 -16.214744 -51.184416 22830 429.883 8207295.65 480290.14
119.02 653.62 -16.21363 -51.184477 22830 432.729 8207418.86 480283.5
99.06 637.5 -16.212494 -51.184522 22830 405.661 8207544.53 480278.64
97.69 619.91 -16.21133 -51.184536 22830 385.71 8207673.28 480277.04
99.97 603.65 -16.210147 -51.184522 22830 405.494 8207804.18 480278.41
109.42 588.06 -16.208944 -51.184466 22830 424.984 8207937.23 480284.22
115.21 572.39 -16.207725 -51.184391 22830 451.862 8208072.13 480292.12
124.36 555.8 -16.206483 -51.184305 22830 446.214 8208209.48 480301.2
133.2 539.38 -16.205228 -51.184216 22830 423.662 8208348.38 480310.57
125.57 526.22 -16.20395 -51.184138 22830 395.448 8208489.73 480318.76
119.79 515.87 -16.202661 -51.184066 22830 360.495 8208632.31 480326.35
116.28 509.2 -16.201364 -51.184005 22830 336.073 8208775.81 480332.75
116.43 506.82 -16.200069 -51.183949 22830 321.754 8208919.0 480338.56
119.18 507.92 -16.19878 -51.183908 22830 319.594 8209061.58 480342.89
120.4 509.09 -16.197497 -51.183872 22830 315.651 8209203.54 480346.62
121.92 509.46 -16.196225 -51.183847 22830 299.843 8209344.27 480349.17
121.31 510.04 -16.194955 -51.183836 22830 287.853 8209484.7 480350.23
119.94 510.06 -16.193694 -51.183861 22830 270.012 8209624.19 480347.43
116.74 508.83 -16.192433 -51.183913 22830 238.115 8209763.69 480341.66
114.15 505.94 -16.191178 -51.183994 22830 196.138 8209902.57 480332.93
111.25 501.96 -16.189922 -51.184097 22830 148.4 8210041.44 480321.82
111.41 499.36 -16.188669 -51.184211 22830 106.319 8210180.01 480309.52
112.47 497.58 -16.187422 -51.184322 22830 88.537 8210317.96 480297.52
115.37 496.31 -16.186175 -51.184416 22830 64.742 8210455.92 480287.3
118.26 495.0 -16.18493 -51.184499 22830 47.986 8210593.56 480278.27
121.01 494.21 -16.183692 -51.184563 22830 20.996 8210730.6 480271.32
129.54 498.03 -16.182461 -51.184611 22830 -16.862 8210866.72 480266.15
148.9 508.13 -16.18125 -51.184638 22830 -70.912 8211000.68 480263.06
166.58 521.75 -16.180058 -51.184655 22830 -121.072 8211132.5 480261.16
172.6 536.13 -16.178897 -51.18465 22830 -166.957 8211260.94 480261.63
176.63 551.3 -16.177761 -51.184622 22830 -200.075 8211386.61 480264.49
160.5 565.53 -16.17665 -51.184563 22830 -235.631 8211509.53 480270.61
133.81 577.99 -16.175558 -51.184486 22830 -280.388 8211630.29 480278.82
129.69 586.9 -16.174489 -51.184386 22830 -313.372 8211748.6 480289.4
139.9 593.23 -16.173425 -51.18428 22830 -336.146 8211866.29 480300.58
150.57 594.07 -16.172364 -51.184172 22830 -344.462 8211983.68 480312.06
168.57 590.29 -16.171294 -51.184066 22830 -342.521 8212101.99 480323.23
182.65 581.0 -16.170214 -51.183958 22830 -329.258 8212221.52 480334.71
190.72 569.46 -16.169111 -51.183869 22830 -317.517 8212343.52 480344.1
185.69 556.56 -16.167986 -51.183808 22830 -305.985 8212467.97 480350.52
180.67 542.2 -16.166842 -51.183766 22830 -291.476 8212594.57 480354.86
169.56 529.08 -16.165672 -51.183736 22830 -274.57 8212723.93 480358.01
150.88 518.95 -16.164486 -51.1837 22830 -253.254 8212855.13 480361.76
139.6 513.93 -16.163294 -51.183658 22830 -209.356 8212986.96 480366.09
115.82 514.76 -16.162097 -51.183616 22830 -148.276 8213119.39 480370.43
122.84 519.63 -16.160911 -51.183594 22830 -91.107 8213250.6 480372.69
114.6 526.0 -16.159731 -51.183602 22830 -43.13 8213381.19 480371.68
123.9 532.67 -16.158564 -51.183641 22830 11.058 8213510.24 480367.41
126.19 538.67 -16.157406 -51.1837 22830 62.074 8213638.36 480361.06
134.27 540.09 -16.156253 -51.183775 22830 105.373 8213765.87 480352.92
135.94 535.69 -16.155094 -51.183866 22830 156.688 8213893.99 480343.01
135.33 525.52 -16.153931 -51.183963 22830 211.915 8214022.73 480332.5
136.55 512.55 -16.152753 -51.184055 22830 249.657 8214153.0 480322.58
127.1 498.4 -16.151553 -51.184125 22830 272.977 8214285.73 480315.04
118.26 484.62 -16.150339 -51.184175 22830 293.488 8214420.0 480309.58
111.56 473.46 -16.149108 -51.184191 22830 323.938 8214556.12 480307.67
109.73 465.53 -16.147869 -51.184188 22830 344.592 8214693.16 480307.85
112.02 459.74 -16.146622 -51.184172 22830 355.339 8214831.13 480309.5
111.25 455.07 -16.145375 -51.184161 22830 365.241 8214969.09 480310.57
102.26 451.92 -16.144125 -51.18415 22830 372.93 8215107.36 480311.63
96.32 449.44 -16.142878 -51.184138 22830 366.611 8215245.33 480312.7
98.61 450.24 -16.141631 -51.18413 22830 357.133 8215383.29 480313.46
104.55 453.54 -16.140392 -51.184127 22830 352.577 8215520.33 480313.64
108.36 458.77 -16.139164 -51.184141 22830 353.522 8215656.14 480312.03
116.13 463.28 -16.137947 -51.184172 22830 346.321 8215790.72 480308.64
111.71 465.71 -16.136739 -51.184205 22830 328.707 8215924.38 480304.96
108.81 468.59 -16.135539 -51.184247 22830 319.899 8216057.12 480300.39
107.44 472.96 -16.134347 -51.184286 22830 319.705 8216188.93 480296.11
108.51 477.12 -16.133161 -51.184322 22830 313.206 8216320.13 480292.13
108.2 477.92 -16.131981 -51.184352 22830 305.744 8216450.72 480288.75
106.38 477.45 -16.1308 -51.184369 22830 295.54 8216581.3 480286.85
105.92 476.29 -16.129622 -51.184366 22830 286.26 8216711.58 480287.03
104.85 474.96 -16.128445 -51.184352 22830 276.017 8216841.87 480288.4
104.39 472.45 -16.127267 -51.184325 22830 263.087 8216972.15 480291.25
101.5 468.83 -16.126092 -51.184294 22830 253.74 8217102.13 480294.4
99.06 465.13 -16.124908 -51.184264 22830 246.626 8217233.03 480297.55
98.45 462.05 -16.123725 -51.184236 22830 234.763 8217363.92 480300.4
98.15 458.99 -16.122536 -51.184208 22830 223.3 8217495.44 480303.26
97.23 455.44 -16.121342 -51.184189 22830 214.572 8217627.56 480305.22
98.45 453.48 -16.120147 -51.184175 22830 205.631 8217759.69 480306.58
102.11 453.37 -16.118956 -51.184175 22830 198.082 8217891.51 480306.47
106.22 453.22 -16.117761 -51.184183 22830 192.069 8218023.63 480305.46
110.64 453.21 -16.11657 -51.1842 22830 189.583 8218155.45 480303.56
117.5 453.43 -16.115381 -51.184225 22830 176.825 8218286.95 480300.77
126.8 453.09 -16.114192 -51.18425 22830 161.746 8218418.46 480297.98
127.86 452.66 -16.113006 -51.184272 22830 154.158 8218549.66 480295.48
122.22 451.03 -16.11182 -51.184291 22830 148.451 8218680.86 480293.28
112.92 448.23 -16.110631 -51.1843 22830 147.977 8218812.37 480292.28
105.46 446.07 -16.109442 -51.184302 22830 154.934 8218943.88 480291.86
99.98 443.15 -16.108247 -51.184297 22830 182.887 8219076.01 480292.34
96.62 441.36 -16.10705 -51.18428 22830 181.975 8219208.44 480294.0
100.28 442.37 -16.105856 -51.184244 22830 172.658 8219340.57 480297.74
106.38 445.0 -16.104664 -51.184189 22830 170.071 8219472.39 480303.57
109.42 449.53 -16.103484 -51.184108 22830 161.897 8219602.99 480312.06
105.16 452.48 -16.102314 -51.184011 22830 152.054 8219732.35 480322.35
102.26 452.95 -16.101147 -51.183908 22830 140.165 8219861.42 480333.22
92.05 452.13 -16.099978 -51.183822 22830 119.574 8219990.78 480342.31
93.27 453.24 -16.098809 -51.183764 22830 131.084 8220120.15 480348.44
105.16 456.34 -16.097645 -51.183725 22830 133.626 8220248.9 480352.48
113.24 460.1 -16.096486 -51.183711 22830 121.92 8220377.03 480353.85
117.96 463.54 -16.095331 -51.183716 22830 113.312 8220504.85 480353.14
124.06 463.64 -16.094181 -51.183739 22830 106.556 8220632.06 480350.65
129.24 462.69 -16.093031 -51.183761 22830 92.784 8220759.26 480348.16
122.22 458.73 -16.091878 -51.183777 22830 82.761 8220886.78 480346.27
108.81 453.13 -16.090717 -51.183789 22830 76.334 8221015.21 480344.97
100.58 448.74 -16.089548 -51.1838 22830 79.687 8221144.57 480343.66
93.57 446.37 -16.088375 -51.183816 22830 104.424 8221274.23 480341.76
87.32 445.11 -16.087206 -51.183836 22830 102.263 8221403.59 480339.57
88.09 445.99 -16.086034 -51.183847 22830 92.48 8221533.26 480338.27
93.42 448.62 -16.08487 -51.183861 22830 98.225 8221662.0 480336.67
99.67 452.63 -16.083709 -51.183878 22830 109.368 8221790.43 480334.77
107.59 455.42 -16.082556 -51.183911 22830 123.027 8221917.95 480331.09
110.03 456.16 -16.081403 -51.183961 22830 132.606 8222045.46 480325.63
110.95 455.22 -16.08025 -51.184039 22830 129.516 8222172.96 480317.2
124.73 456.8 -16.080798 -51.179222 22840 131.429 8222112.89 480832.39
124.91 458.87 -16.081878 -51.179216 22840 139.194 8221993.36 480833.08
118.69 460.26 -16.082959 -51.179225 22840 135.937 8221873.83 480832.3
112.81 460.51 -16.084036 -51.179239 22840 134.256 8221754.61 480830.92
109.05 460.68 -16.085114 -51.179266 22840 114.155 8221635.39 480828.05
106.53 462.9 -16.086189 -51.179316 22840 92.057 8221516.48 480822.8
107.22 467.37 -16.087259 -51.179389 22840 79.379 8221398.17 480815.18
109.7 470.74 -16.08832 -51.179475 22840 72.336 8221280.79 480806.08
114.3 474.97 -16.089378 -51.179564 22840 76.076 8221163.71 480796.67
117.11 482.14 -16.090423 -51.179641 22840 82.118 8221048.17 480788.45
113.76 486.57 -16.091461 -51.179691 22840 88.833 8220933.25 480783.21
116.41 487.49 -16.0925 -51.179725 22840 93.093 8220818.33 480779.74
123.2 486.02 -16.093542 -51.179733 22840 90.163 8220703.1 480778.95
111.31 484.27 -16.094586 -51.179703 22840 92.907 8220587.58 480782.32
106.14 480.45 -16.095634 -51.179664 22840 104.657 8220471.74 480786.58
106.43 476.28 -16.096692 -51.179622 22840 111.241 8220354.68 480791.14
109.06 473.91 -16.097753 -51.179586 22840 119.004 8220237.3 480795.1
113.6 472.3 -16.09882 -51.17955 22840 124.169 8220119.32 480799.07
117.83 471.06 -16.099889 -51.179516 22840 132.892 8220001.02 480802.73
117.5 468.48 -16.100964 -51.179489 22840 144.135 8219882.11 480805.81
116.43 465.46 -16.102045 -51.179458 22840 153.204 8219762.59 480809.18
118.72 463.77 -16.103134 -51.179419 22840 164.55 8219642.14 480813.44
115.03 461.94 -16.104225 -51.179372 22840 176.504 8219521.39 480818.6
110.15 459.6 -16.105322 -51.179319 22840 164.766 8219400.03 480824.35
111.25 457.95 -16.106422 -51.17928 22840 148.713 8219278.35 480828.61
110.03 456.56 -16.107528 -51.179269 22840 146.932 8219156.06 480829.91
110.03 455.43 -16.108634 -51.179272 22840 144.76 8219033.77 480829.72
114.61 455.69 -16.109742 -51.179283 22840 138.278 8218911.17 480828.64
123.01 456.51 -16.110847 -51.179297 22840 133.998 8218788.88 480827.26
126.19 456.84 -16.111956 -51.179316 22840 138.97 8218666.28 480825.28
126.19 453.88 -16.113061 -51.179347 22840 145.958 8218543.98 480822.12
123.3 449.49 -16.114172 -51.179364 22840 150.835 8218421.07 480820.45
118.99 445.38 -16.115292 -51.179352 22840 156.907 8218297.25 480821.74
116.4 441.96 -16.116414 -51.179311 22840 166.005 8218173.11 480826.31
111.92 439.76 -16.117536 -51.179247 22840 176.735 8218048.98 480833.25
109.3 438.1 -16.118661 -51.179191 22840 182.912 8217924.55 480839.3
109.0 438.28 -16.119789 -51.179177 22840 189.705 8217799.8 480840.89
108.51 439.04 -16.120911 -51.179205 22840 198.435 8217675.66 480838.03
108.69 441.4 -16.122031 -51.179247 22840 199.034 8217551.83 480833.68
103.27 445.7 -16.123145 -51.179277 22840 205.869 8217428.61 480830.52
103.33 452.21 -16.12425 -51.179286 22840 216.168 8217306.32 480829.74
106.9 459.34 -16.125345 -51.17928 22840 226.682 8217185.26 480830.44
110.95 465.02 -16.126431 -51.179277 22840 236.236 8217065.11 480830.84
112.81 468.64 -16.127514 -51.179286 22840 245.579 8216945.28 480830.05
113.94 470.42 -16.128592 -51.179308 22840 252.99 8216826.06 480827.78
113.48 471.07 -16.12967 -51.179347 22840 256.742 8216706.83 480823.72
110.09 471.16 -16.130747 -51.179402 22840 255.664 8216587.61 480817.89
106.84 470.22 -16.131828 -51.179466 22840 256.569 8216468.08 480811.16
110.64 467.53 -16.132911 -51.179525 22840 253.36 8216348.24 480805.03
109.58 463.97 -16.134 -51.179555 22840 249.607 8216227.79 480801.87
