ALTURA GPSALT LAT LONG Line mag_res2 mag_res1 MAGIGRF X Y
187.48 -144.27999999999997 -16.191403 -51.212249 22770 -250.04686727563674 -256.8917887162939 2.512 8209874.76 477312.74
185.89 -134.02999999999997 -16.190192 -51.212252 22770 -278.84870030100836 -285.8784318151177 -28.425 8210008.73 477312.3
172.6 -124.36000000000001 -16.188975 -51.21226 22770 -307.3956202092829 -314.6039485424151 -59.119 8210143.31 477311.27
162.48 -116.46000000000004 -16.187753 -51.212263 22770 -337.5598649789772 -344.9547486245755 -91.43799999999999 8210278.51 477310.83
151.36 -111.27999999999997 -16.186525 -51.212266 22770 -377.4214325125631 -385.0038569749819 -133.464 8210414.32 477310.4
145.85 -109.51999999999998 -16.185297 -51.212277 22770 -425.4876462246363 -433.2468133657005 -183.69799999999998 8210550.13 477309.07
145.39 -110.25999999999999 -16.184075 -51.212299 22770 -466.11213994013406 -474.0329066965546 -226.485 8210685.33 477306.55
145.57 -110.16999999999996 -16.182858 -51.212322 22770 -512.6515446752153 -520.7331513123299 -275.177 8210819.91 477304.04
155.26 -108.54999999999995 -16.181647 -51.212346999999994 22770 -578.1915459705793 -586.429527583958 -342.861 8210953.88 477301.23
157.46 -105.97000000000003 -16.180442000000003 -51.212371999999995 22770 -660.2464210208288 -668.6398978964969 -427.05 8211087.23 477298.42
153.07 -100.69000000000005 -16.179239000000003 -51.212394 22770 -750.2753136243757 -758.8273253054232 -519.207 8211220.27 477295.9
144.11 -95.32000000000005 -16.178036 -51.212413 22770 -858.3712021789779 -867.0854822130444 -629.43 8211353.32 477293.69
137.71 -91.78999999999996 -16.176835999999998 -51.21241 22770 -997.0348593410745 -1005.9394029683597 -770.207 8211486.06 477293.85
129.6 -88.73000000000002 -16.175639 -51.212385 22770 -1173.007285110621 -1182.1300875713277 -948.279 8211618.49 477296.38
120.64 -86.99000000000001 -16.174447 -51.212340999999995 22770 -1359.6320544457321 -1368.9973400801773 -1136.986 8211750.32 477301.0
112.1 -85.39999999999998 -16.173256 -51.212288 22770 -1513.9442623271254 -1523.5625751259206 -1293.377 8211882.14 477306.5
109.0 -85.23000000000002 -16.172072 -51.212224 22770 -1594.0395933487757 -1603.924025447459 -1375.5320000000002 8212013.04 477313.2
114.94 -88.08000000000004 -16.170897 -51.212174 22770 -1306.9850233108132 -1317.1163924097134 -1090.528 8212143.02 477318.41
121.43 -98.5 -16.169742000000003 -51.212158 22770 -705.3774266793874 -715.7099695220267 -490.95 8212270.85 477320.06
123.69 -109.48000000000002 -16.168606 -51.212158 22770 -59.58759582230854 -70.09689128099015 152.838 8212396.52 477319.93
120.94 -119.22000000000003 -16.167486 -51.212169 22770 584.8393667756538 574.1702070032347 795.288 8212520.35 477318.61
119.57 -129.22000000000003 -16.166389000000002 -51.212188 22770 1187.0424321544072 1176.2274567258269 1395.55 8212641.72 477316.41
115.28 -138.21000000000004 -16.165306 -51.212227 22770 1586.3857234542227 1575.4520731625923 1792.969 8212761.55 477312.13
97.66 -144.40999999999997 -16.164233 -51.212272 22770 1757.2346623793792 1746.1912812224948 1961.911 8212880.15 477307.25
110.83 -146.64 -16.163164000000002 -51.212324 22770 1914.6769437192384 1903.534829733635 2117.448 8212998.44 477301.49
146.58 -143.16999999999996 -16.162094 -51.212377000000004 22770 1884.2494215778893 1873.0086805539445 2085.115 8213116.74 477295.72
157.65 -132.01 -16.161011 -51.21243 22770 1813.3330687967605 1801.9914240370306 2012.269 8213236.56 477289.96
153.86 -116.88 -16.159910999999997 -51.212474 22770 1761.8360579881862 1750.3803121711978 1958.816 8213358.24 477285.08
139.6 -97.88 -16.158789000000002 -51.212508 22770 1737.4316299395055 1725.8440292379166 1932.421 8213482.37 477281.39
127.01 -82.41999999999996 -16.157644 -51.212509999999995 22770 1677.227230115328 1665.4651707950609 1870.1989999999998 8213608.96 477280.96
115.4 -75.01999999999998 -16.156482999999998 -51.212477 22770 1554.946067387966 1542.9605982922658 1745.885 8213737.41 477284.39
107.11 -73.56 -16.155319 -51.212416 22770 1434.4296146728987 1422.1846762777443 1623.342 8213866.16 477290.79
104.55 -77.05000000000001 -16.154167 -51.212338 22770 1314.7879405884519 1302.2639218151382 1501.7 8213993.68 477298.97
102.42 -83.13 -16.153022 -51.212252 22770 1182.7074205583654 1169.894814461811 1367.6370000000002 8214120.29 477308.05
95.1 -85.28999999999996 -16.151889 -51.212165999999996 22770 1088.436153018479 1075.3367190266329 1271.403 8214245.66 477317.13
113.51 -84.66999999999996 -16.150758 -51.212084999999995 22770 998.5853437362763 985.2067062759734 1179.5919999999999 8214370.73 477325.61
119.18 -82.77999999999997 -16.149628 -51.212008000000004 22770 894.354652394568 880.7004108451998 1073.4 8214495.8 477333.79
124.57 -80.75 -16.148495 -51.211935 22770 803.38290002786 789.4595875215293 980.46 8214621.17 477341.39
131.62 -80.05000000000001 -16.147361 -51.211863 22770 717.1771849258362 702.9849214418557 892.2860000000001 8214746.54 477348.98
135.51 -80.12 -16.146228 -51.211799 22770 642.0177863806555 627.5672500778848 815.155 8214871.91 477355.68
136.06 -78.95999999999998 -16.145095 -51.211738000000004 22770 580.8516277654082 566.1462838549905 752.0160000000001 8214997.29 477362.09
131.03 -74.68 -16.143960999999997 -51.211696999999994 22770 521.7730982149335 506.8380365622276 690.957 8215122.66 477366.41
124.91 -71.39999999999998 -16.142822 -51.211719 22770 467.1735384253693 452.0897335857581 634.342 8215248.63 477363.91
121.62 -67.44999999999999 -16.141686 -51.211783000000004 22770 429.8238210613726 414.6452094765183 594.965 8215374.3 477356.95
123.63 -64.08999999999997 -16.140545 -51.211859999999994 22770 422.1853706360301 406.9289636985355 585.284 8215500.58 477348.5
115.82 -59.70999999999998 -16.139397 -51.211940999999996 22770 430.9487153872902 415.6171269721939 591.994 8215627.47 477339.76
105.77 -54.589999999999975 -16.138245 -51.212022 22770 450.0719711581486 434.66444153078703 609.054 8215754.98 477331.01
97.66 -51.02999999999997 -16.137089000000003 -51.212102 22770 458.5999672876436 443.1159508006526 615.514 8215882.79 477322.27
98.94 -52.35000000000002 -16.135935999999997 -51.212188 22770 457.33542167482193 441.78254275503684 612.184 8216010.3 477312.93
105.49 -56.129999999999995 -16.134792 -51.212286 22770 433.0304999270108 417.4243556836423 585.8240000000001 8216136.88 477302.4
103.57 -57.51999999999998 -16.133656 -51.212388 22770 411.85312541729957 396.2021000118444 562.604 8216262.54 477291.28
102.72 -59.06 -16.132525 -51.212499 22770 384.33735296364 368.6529900799983 533.052 8216387.59 477279.27
107.29 -57.629999999999995 -16.131397 -51.212608 22770 361.6435256920288 345.9226658077962 508.32800000000003 8216512.33 477267.56
112.47 -56.69 -16.130272 -51.212688 22770 368.0026939319198 352.2101430481141 512.673 8216636.76 477258.82
112.47 -56.10000000000002 -16.129145 -51.21273 22770 348.82045619498274 332.905848871461 491.48699999999997 8216761.51 477254.24
111.62 -56.27999999999997 -16.128017 -51.212738 22770 317.56295223067076 301.48357583199413 458.23900000000003 8216886.26 477253.22
108.69 -56.379999999999995 -16.126892 -51.212724 22770 298.0336796588939 281.7615389448597 436.733 8217010.7 477254.57
105.65 -55.39999999999998 -16.125770000000003 -51.212688 22770 276.33672320437825 259.8435687872269 413.07300000000004 8217134.84 477258.31
104.92 -56.56999999999999 -16.124647 -51.212635999999996 22770 255.32217090087343 238.5867664421961 390.102 8217258.98 477263.82
104.91 -57.99000000000001 -16.123534 -51.212569 22770 221.81357403536498 204.8193338106147 354.657 8217382.21 477270.82
106.01 -59.910000000000025 -16.122422 -51.212491 22770 209.71244654095358 192.44554705780007 340.629 8217505.12 477279.01
108.88 -62.44 -16.121322 -51.212402000000004 22770 210.7614555476047 193.20935031787823 339.775 8217626.81 477288.39
112.9 -64.24000000000001 -16.120225 -51.212299 22770 201.4559752389664 183.60122720201136 328.577 8217748.19 477299.26
100.7 -45.829999999999984 -16.120735999999997 -51.207491 22780 186.69284292915003 162.74823084153084 316.622 8217692.18 477813.46
99.7 -44.69999999999999 -16.121747 -51.207497 22780 199.4834116642217 175.70338180177612 331.19199999999995 8217580.33 477812.97
105.28 -43.98000000000002 -16.122767 -51.207508000000004 22780 208.1304903726946 184.52330691760588 341.631 8217467.56 477811.9
100.88 -42.60000000000002 -16.123784 -51.207522 22780 218.54462389913385 195.11344637380535 353.83099999999996 8217355.1 477810.53
98.09 -41.74000000000001 -16.124803 -51.207547 22780 222.40725504548396 199.16680084515312 359.48 8217242.33 477807.97
96.71 -40.73000000000002 -16.12582 -51.20758 22780 234.1061396261199 211.0666470526589 372.957 8217129.87 477804.52
99.43 -40.27999999999997 -16.126835999999997 -51.207615999999994 22780 228.90714214726498 206.0722105800655 369.535 8217017.41 477800.77
104.18 -39.839999999999975 -16.127852999999998 -51.207654999999995 22780 247.41706609012806 224.79018911820344 389.82099999999997 8216904.94 477796.73
106.31 -39.22000000000003 -16.128870000000003 -51.207688 22780 289.1959506707641 266.77003532570933 433.37800000000004 8216792.48 477793.28
112.53 -39.14999999999998 -16.129884 -51.207719 22780 306.3445321989094 284.11567341259575 452.301 8216680.32 477790.12
120.45 -39.160000000000025 -16.130903 -51.207744 22780 323.4311633452445 301.39302788392894 471.17400000000004 8216567.55 477787.56
120.36 -38.860000000000014 -16.13192 -51.207761 22780 337.888414812193 316.02988466002824 487.416 8216455.09 477785.89
118.02 -37.50999999999999 -16.132942 -51.207769 22780 362.829597956822 341.1407405006762 514.155 8216342.02 477785.12
112.44 -34.97000000000003 -16.13397 -51.207769 22780 399.64062805440585 378.1117648287057 552.7769999999999 8216228.33 477785.23
102.35 -31.480000000000018 -16.135006 -51.207766 22780 440.66288883323114 419.2917258406137 595.626 8216113.72 477785.64
96.04 -29.160000000000025 -16.136047 -51.207761 22780 475.0071206519789 453.79081824771345 631.808 8215998.49 477786.36
96.01 -30.0 -16.137089000000003 -51.207747 22780 480.20523243265905 459.1332182482661 638.847 8215883.27 477787.96
102.96 -32.81 -16.138128 -51.207736 22780 512.9792397771981 492.054687524015 673.456 8215768.35 477789.26
106.86 -35.639999999999986 -16.139164 -51.207722 22780 534.3030660586857 513.5219365003331 696.6110000000001 8215653.74 477790.86
105.58 -38.23000000000002 -16.140197 -51.207705 22780 543.9487112771061 523.3069651772066 708.084 8215539.44 477792.76
101.5 -40.81 -16.141227999999998 -51.207685999999995 22780 548.0692126971439 527.5629307986325 714.028 8215425.45 477794.95
100.03 -42.75999999999999 -16.142256 -51.207661 22780 565.4002558594982 545.0218137355414 733.18 8215311.76 477797.74
98.52 -43.64999999999998 -16.143289000000003 -51.20763 22780 601.7013859047404 581.4445703009084 771.314 8215197.46 477801.12
97.32 -43.97000000000003 -16.144317 -51.207597 22780 653.336112510251 633.1964585221136 824.773 8215083.77 477804.8
99.43 -45.360000000000014 -16.145345000000002 -51.207566 22780 725.1121163103929 705.0932091284058 898.372 8214970.09 477808.18
103.82 -48.93000000000001 -16.146367 -51.207547 22780 801.5752318439816 781.6903635020419 976.6439999999999 8214857.02 477810.38
100.22 -52.01999999999998 -16.147382999999998 -51.207547 22780 892.5178501972429 872.7912308467348 1069.378 8214744.56 477810.49
97.11 -54.85000000000002 -16.148395 -51.207561 22780 997.5926982244744 978.0412192786863 1176.229 8214632.71 477809.12
95.22 -57.660000000000025 -16.149397 -51.207591 22780 1102.2818680083117 1082.9257003822488 1282.673 8214521.78 477805.96
94.49 -60.170000000000016 -16.150397 -51.207640999999995 22780 1220.1366884591046 1201.0002280135782 1402.27 8214411.16 477800.73
96.69 -63.73000000000002 -16.151395 -51.207694000000004 22780 1358.454404473741 1339.5408249200889 1542.3239999999998 8214300.84 477795.2
101.98 -67.95999999999998 -16.152383 -51.207736 22780 1487.922533888066 1469.2163580963884 1673.5179999999998 8214191.45 477790.85
108.87 -71.30000000000001 -16.153369 -51.207769 22780 1634.2382463583058 1615.7282363334427 1821.558 8214082.37 477787.4
114.81 -72.18 -16.154356 -51.207791 22780 1790.8125615958766 1772.4845597788903 1979.861 8213973.29 477785.13
120.33 -71.04000000000002 -16.155344 -51.207808 22780 1993.5837040749861 1975.4309515640819 2184.368 8213863.9 477783.46
122.89 -69.93 -16.156336 -51.207824 22780 2269.183909676639 2251.206846328805 2461.709 8213754.2 477781.79
118.33 -67.98000000000002 -16.157331 -51.207840999999995 22780 2595.1153376549564 2577.314389138245 2789.386 8213644.2 477780.12
107.44 -63.01999999999998 -16.158333 -51.207858 22780 2876.9459550009174 2859.322440886291 3072.9770000000003 8213533.27 477778.45
99.79 -61.129999999999995 -16.159339000000003 -51.207869 22780 3091.7665588425393 3074.3137060392673 3289.565 8213422.04 477777.38
82.78 -63.20999999999998 -16.160344 -51.207865999999996 22780 3219.6986475109684 3202.398699080723 3419.27 8213310.81 477777.79
81.2 -66.17000000000002 -16.161347 -51.207858 22780 3513.44447444052 3496.289911746845 3714.7859999999996 8213199.89 477778.79
95.92 -72.11000000000001 -16.162339000000003 -51.207848999999996 22780 4030.122730371657 4013.1118223644708 4233.215 8213090.19 477779.79
101.25 -80.70999999999998 -16.163314 -51.207834999999996 22780 3954.395212432336 3937.5181353998705 4159.210999999999 8212982.34 477781.39
104.46 -86.60000000000002 -16.164282999999998 -51.207822 22780 3117.904605512615 3101.1605997202073 3324.434 8212875.11 477782.98
103.7 -88.59000000000003 -16.165253 -51.207802 22780 1731.7506034577525 1715.1324843355558 1939.996 8212767.87 477785.17
103.05 -88.73000000000002 -16.166228 -51.207777 22780 482.6096882857631 466.11124257934955 692.5830000000001 8212660.02 477787.95
104.12 -89.01999999999998 -16.167206 -51.207752 22780 -171.1980045095459 -187.57635113212598 40.508 8212551.87 477790.73
106.5 -89.19000000000005 -16.168183 -51.207733000000005 22780 -407.5386579426431 -423.78981251298467 -194.102 8212443.71 477792.92
108.88 -89.09000000000003 -16.169167 -51.207724 22780 -676.0455913791645 -692.154410833979 -460.87300000000005 8212334.94 477793.92
110.89 -87.85000000000002 -16.17015 -51.207722 22780 -1124.4043261993666 -1140.3637317591829 -907.498 8212226.17 477794.33
112.9 -86.53999999999996 -16.171142 -51.207727 22780 -1906.5595178303831 -1922.357391786067 -1687.908 8212116.47 477793.84
115.92 -85.26999999999998 -16.172133 -51.20773 22780 -2647.9287054124698 -2663.5687813116606 -2427.531 8212006.78 477793.66
119.06 -84.28999999999996 -16.173136 -51.207738 22780 -2933.8344046233533 -2949.307724279319 -2711.673 8211895.85 477792.88
123.45 -83.30999999999995 -16.174142 -51.207738 22780 -2681.5901980144004 -2696.9070139179494 -2457.657 8211784.62 477792.99
129.54 -83.75 -16.175152999999998 -51.207733000000005 22780 -2079.4599417872573 -2094.6265871721325 -1853.743 8211672.78 477793.7
132.38 -84.61000000000001 -16.176164 -51.207722 22780 -1572.4550434305722 -1587.4785828873041 -1344.9520000000002 8211560.93 477795.0
132.71 -84.46000000000004 -16.177183 -51.207705 22780 -1345.4000323331247 -1360.2863592384715 -1116.094 8211448.16 477796.9
131.24 -84.03999999999996 -16.178205 -51.207691 22780 -1098.503643653834 -1113.248612981037 -867.3910000000001 8211335.09 477798.49
135.33 -83.69000000000005 -16.179236 -51.207677000000004 22780 -902.9759436174619 -917.5783699638081 -670.0419999999999 8211221.1 477800.09
137.16 -82.63999999999999 -16.180272 -51.207671999999995 22780 -766.7648007791306 -781.2131262717855 -532.003 8211106.49 477800.8
133.75 -77.29000000000002 -16.181319000000002 -51.207671999999995 22780 -665.2370475801571 -679.5224482006379 -428.63 8210990.65 477800.92
133.47 -72.27999999999997 -16.182378 -51.207677000000004 22780 -588.8016840205408 -602.9153357503635 -350.332 8210873.58 477800.45
129.3 -66.99000000000001 -16.18345 -51.207685 22780 -524.3937276535497 -538.3298460173216 -284.038 8210754.97 477799.68
116.67 -61.19 -16.184533 -51.207699 22780 -463.7271236612179 -477.4767646611424 -221.468 8210635.13 477798.31
111.8 -58.54000000000002 -16.185622 -51.207722 22780 -410.43495487751784 -423.9866948090091 -166.266 8210514.68 477796.06
113.73 -59.610000000000014 -16.186719 -51.207752 22780 -356.07512091520874 -369.41697623737934 -109.985 8210393.31 477792.92
126.37 -62.30000000000001 -16.187814000000003 -51.207788 22780 -315.05927344853166 -328.18447107065424 -67.055 8210272.24 477789.18
124.18 -64.87 -16.188903 -51.207827 22780 -290.3375935405683 -303.2433996082902 -40.43 8210151.78 477785.14
124.3 -72.07 -16.189989 -51.20786 22780 -276.0490533820731 -288.7431207000971 -24.241 8210031.64 477781.7
129.69 -82.54999999999995 -16.191057999999998 -51.207879999999996 22780 -248.88472564027174 -261.38742191098265 4.8 8209913.34 477779.74
138.74 -94.78999999999996 -16.192107999999998 -51.207888 22780 -216.41459276189698 -228.7432461445858 39.117 8209797.19 477778.97
147.61 -106.75 -16.193147 -51.207899 22780 -195.69575368735062 -207.84851004164116 61.662 8209682.27 477777.9
154.29 -117.29999999999995 -16.194172000000002 -51.207896999999996 22780 -177.7169046528334 -189.71370601305617 81.44800000000001 8209568.89 477778.31
159.51 -126.95000000000005 -16.195183 -51.207891 22780 -147.74080767979845 -159.5874243324121 113.208 8209457.04 477779.02
170.15 -136.67999999999995 -16.19618 -51.207896999999996 22780 -119.44175107627598 -131.1260905790303 143.262 8209346.73 477778.54
185.3 -146.15999999999997 -16.197169 -51.207902000000004 22780 -106.56800582985014 -118.0912535854591 157.876 8209237.34 477778.05
204.07 -155.51999999999998 -16.198144 -51.207899 22780 -102.83808927180263 -114.21322851444233 163.325 8209129.49 477778.46
184.63 -165.58000000000004 -16.199105 -51.207905 22780 -94.97929375910763 -106.19771144660456 172.875 8209023.18 477777.97
169.82 -174.35000000000002 -16.200055 -51.207924 22780 -84.28655407165044 -95.33222431575749 185.234 8208918.09 477776.0
170.42 -182.26999999999998 -16.200997 -51.207958000000005 22780 -75.41664783277986 -86.27311907719587 195.75 8208813.92 477772.55
141.67 -146.25 -16.200922 -51.203041 22790 -35.336444831798104 -52.5103436167075 237.648 8208822.74 478298.05
148.87 -135.92999999999995 -16.199658 -51.203055 22790 -42.59687622354218 -59.94971386105024 228.155 8208962.55 478296.43
169.76 -126.70000000000005 -16.198383 -51.203066 22790 -68.8888000354199 -86.42580116461997 199.612 8209103.59 478295.1
174.19 -118.62 -16.197105 -51.203072 22790 -98.72618210498118 -116.45497115270658 167.521 8209244.93 478294.37
166.12 -111.84000000000003 -16.195822 -51.203066 22790 -105.78808765231179 -123.72370189147557 158.2 8209386.89 478294.82
156.97 -106.16999999999996 -16.194542000000002 -51.203049 22790 -131.57736457443752 -149.73364168630343 130.161 8209528.54 478296.46
149.32 -101.32000000000005 -16.193258 -51.20303 22790 -158.01482255963012 -176.39580178057585 101.47 8209670.5 478298.4
142.28 -96.90999999999997 -16.191978 -51.203002000000005 22790 -192.23353397910878 -210.84945361100725 65.006 8209812.15 478301.23
140.33 -92.85000000000002 -16.190697 -51.202977000000004 22790 -235.26996820398563 -254.11724305637904 19.723 8209953.81 478303.76
140.39 -89.02999999999997 -16.189419 -51.20296 22790 -260.45518200355417 -279.5226798716632 -7.707000000000001 8210095.15 478305.4
141.67 -85.30999999999995 -16.188144 -51.202958 22790 -277.81565825329363 -297.08519653073535 -27.313000000000002 8210236.19 478305.56
146.12 -81.50999999999999 -16.186872 -51.202971999999995 22790 -311.53240100211957 -330.98206353487416 -63.277 8210376.92 478303.93
147.37 -77.61000000000001 -16.1856 -51.202996999999996 22790 -362.9599057723839 -382.5755208125788 -116.956 8210517.64 478301.12
140.45 -73.58999999999997 -16.18433 -51.203027 22790 -414.47698954964847 -434.2510526497624 -170.722 8210658.06 478297.72
128.05 -69.47000000000003 -16.183061 -51.203063 22790 -479.49183744587987 -499.41714984713354 -237.988 8210798.48 478293.72
119.24 -65.48000000000002 -16.181794 -51.203091 22790 -587.4909387764275 -607.5777387806902 -348.23 8210938.59 478290.61
115.27 -62.170000000000016 -16.180528 -51.203113 22790 -708.9142759879782 -729.1697623540338 -471.894 8211078.7 478288.1
114.48 -59.879999999999995 -16.179264 -51.203124 22790 -846.141788055548 -866.5796926742805 -611.3530000000001 8211218.51 478286.77
115.18 -58.620000000000005 -16.178003 -51.20313 22790 -1077.928472881578 -1098.555554654782 -845.3639999999999 8211358.01 478286.04
112.96 -57.920000000000016 -16.176747 -51.20313 22790 -1382.5580708247207 -1403.3805430068269 -1152.2060000000001 8211496.9 478285.9
110.04 -57.45999999999998 -16.1755 -51.203122 22790 -1841.9238332217476 -1862.9511743799644 -1613.766 8211634.86 478286.66
116.8 -57.05000000000001 -16.174258 -51.203105 22790 -2771.8865894117266 -2793.1284922005616 -2545.91 8211772.21 478288.3
115.0 -56.79000000000002 -16.173022 -51.203083 22790 -3730.4432959835012 -3751.9060936366964 -3506.636 8211908.95 478290.54
100.03 -57.139999999999986 -16.171794000000002 -51.203055 22790 -3605.135049068652 -3626.8246207740276 -3383.48 8212044.76 478293.38
91.19 -59.10000000000002 -16.170572 -51.203027 22790 -1580.7104793898955 -1602.6258396430985 -1361.1979999999999 8212179.96 478296.21
89.18 -63.120000000000005 -16.169364 -51.203005 22790 -1350.8611142385153 -1372.9931333323236 -1133.469 8212313.63 478298.46
92.29 -68.56 -16.168167 -51.202985999999996 22790 -1346.8023413917417 -1369.1455405395013 -1131.512 8212446.06 478300.4
96.01 -73.82 -16.166983 -51.202965999999996 22790 -848.7859716886637 -871.3382999626203 -635.573 8212576.96 478302.35
99.79 -77.81 -16.165814 -51.202949 22790 -297.2560464428952 -320.0118393469706 -86.09700000000001 8212706.32 478304.01
102.96 -80.08999999999997 -16.16465 -51.202940999999996 22790 -111.74648187639109 -134.69407574737295 97.365 8212835.07 478304.77
104.92 -80.55000000000001 -16.163492 -51.202936 22790 2578.001289611039 2554.8662538872054 2785.074 8212963.2 478305.24
106.26 -79.69999999999999 -16.162336 -51.202938 22790 4622.550478042538 4599.239238461011 4827.585999999999 8213091.02 478304.81
107.56 -78.16000000000003 -16.161182999999998 -51.202940999999996 22790 5079.141851586035 5055.6547138355545 5282.145 8213218.54 478304.39
110.64 -76.18 -16.160031 -51.202944 22790 4489.988225129516 4466.3251892100825 4690.959 8213346.06 478303.97
111.86 -73.75 -16.158875 -51.202946999999995 22790 3822.71441356103 3798.8751737839043 4021.6479999999997 8213473.88 478303.54
113.32 -71.13 -16.157719 -51.202949 22790 3264.311564727862 3240.2960011137293 3461.208 8213601.7 478303.12
117.26 -68.64999999999998 -16.156564000000003 -51.202961 22790 2584.2790324515217 2560.097823159244 2779.135 8213729.52 478301.81
121.13 -66.44 -16.155406 -51.202974 22790 2207.3105549931624 2182.966859545141 2400.12 8213857.65 478300.2
122.07 -64.62 -16.15425 -51.202994 22790 2097.6855357924724 2073.1869786155426 2288.451 8213985.48 478297.99
112.77 -63.29000000000002 -16.153094 -51.203016 22790 2049.1264380134853 2024.4765126966608 2237.847 8214113.3 478295.49
104.73 -62.610000000000014 -16.151942000000002 -51.203038 22790 2020.1474033570553 1995.3465497573227 2206.828 8214240.81 478292.99
100.34 -62.64999999999998 -16.150792000000003 -51.203058 22790 1796.810510401465 1771.8556747867988 1981.457 8214368.02 478290.78
99.45 -63.389999999999986 -16.149645 -51.203072 22790 1498.7464446874144 1473.63086815602 1681.366 8214494.92 478289.17
99.91 -64.38999999999999 -16.1485 -51.203083 22790 1261.807324155397 1236.527847184871 1442.406 8214621.51 478287.86
101.92 -65.38 -16.147357999999997 -51.203088 22790 1077.1582273837103 1051.7081968626358 1255.743 8214747.8 478287.14
105.34 -66.12 -16.146222 -51.203086 22790 928.0269403002801 902.3965577837726 1104.611 8214873.47 478287.31
109.43 -66.44999999999999 -16.145086 -51.203077 22790 812.6274173358315 786.8094840651095 987.2130000000001 8214999.14 478288.08
111.07 -66.14999999999998 -16.14395 -51.203061 22790 715.7197370686617 689.7035606959288 888.31 8215124.82 478289.74
117.75 -64.64999999999998 -16.142817 -51.203038 22790 626.8507620535775 600.6297178452893 797.453 8215250.18 478291.99
121.79 -61.589999999999975 -16.141678 -51.203008000000004 22790 576.392503490672 549.9550193850575 745.0 8215376.17 478295.13
123.47 -56.829999999999984 -16.140535999999997 -51.202971999999995 22790 536.6067866700828 509.94523824030875 703.217 8215502.46 478298.87
123.57 -50.98000000000002 -16.139389 -51.202938 22790 498.0539022907952 471.1710233912127 662.6560000000001 8215629.36 478302.31
120.18 -44.839999999999975 -16.138233 -51.202913 22790 460.50018236537716 433.4054515631967 623.076 8215757.19 478304.85
118.51 -39.06999999999999 -16.13707 -51.202899 22790 423.02351105086257 395.72978052299453 583.554 8215885.94 478306.21
118.69 -34.02999999999997 -16.1359 -51.202897 22790 396.1099887344788 368.6306704941351 554.581 8216015.3 478306.38
119.18 -29.680000000000007 -16.134728 -51.202905 22790 371.37967853879735 343.72862445617545 527.7819999999999 8216144.96 478305.36
113.75 -26.25999999999999 -16.133547 -51.202919 22790 347.9483775917928 320.13134687539946 502.265 8216275.55 478303.75
113.93 -24.19999999999999 -16.13237 -51.202936 22790 321.01925770785465 293.0402895940671 473.254 8216405.83 478301.84
116.31 -24.019999999999982 -16.131195 -51.202958 22790 308.1374368274778 280.00416993206716 458.293 8216535.8 478299.33
105.89 -25.480000000000018 -16.130020000000002 -51.202983 22790 281.41469662292616 253.13061034596942 429.49 8216665.77 478296.53
102.53 -27.910000000000025 -16.128853 -51.203008000000004 22790 262.49930504015504 234.06570476367912 408.509 8216794.82 478293.73
108.87 -30.399999999999977 -16.127692 -51.20303 22790 240.4780810160677 211.8922328857217 384.43300000000005 8216923.26 478291.23
105.61 -31.879999999999995 -16.126534 -51.203052 22790 215.57376086043 186.83611892213636 357.47900000000004 8217051.38 478288.73
99.24 -32.04000000000002 -16.125381 -51.203069 22790 208.76868684178794 179.87302365218156 348.63599999999997 8217178.9 478286.82
97.3 -31.370000000000005 -16.124234 -51.203083 22790 200.39962112772244 171.3432170213881 338.24 8217305.8 478285.21
100.09 -30.600000000000023 -16.123085999999997 -51.203094 22790 194.06043747316238 164.8396930707084 329.875 8217432.7 478283.9
103.33 -30.189999999999998 -16.121942 -51.203099 22790 185.11911832481073 155.7273947037568 318.915 8217559.29 478283.18
108.39 -30.189999999999998 -16.120803 -51.203097 22790 172.01176811882289 142.4392526453497 303.802 8217685.27 478283.35
95.4 -14.089999999999975 -16.120634 -51.198586 22800 144.53527051599204 109.14841591351905 277.817 8217704.48 478765.69
95.71 -17.149999999999977 -16.121697 -51.198561 22800 149.3547712879504 114.10141784512766 284.52099999999996 8217586.8 478768.48
101.19 -21.589999999999975 -16.122756 -51.198525 22800 161.5217485821539 126.38685902606764 298.567 8217469.74 478772.45
110.49 -25.310000000000002 -16.123806 -51.198485999999995 22800 170.2222593140686 135.200928883303 309.133 8217353.6 478776.72
119.48 -28.529999999999973 -16.124853 -51.198446999999994 22800 175.0265476693325 140.11835069583393 315.798 8217237.76 478780.99
123.14 -31.75 -16.125895 -51.198411 22800 185.89579045532213 151.10332662519312 328.517 8217122.54 478784.97
122.53 -33.80000000000001 -16.126931 -51.198377 22800 201.53790294728145 166.86402609418627 345.99800000000005 8217007.93 478788.64
122.22 -35.160000000000025 -16.12797 -51.19835 22800 216.76343643224084 182.21565100370216 363.065 8216893.02 478791.72
117.96 -36.49000000000001 -16.129006 -51.198319 22800 238.7326296000405 204.30691054861285 386.87199999999996 8216778.41 478795.1
108.81 -36.29000000000002 -16.130042 -51.198294 22800 258.83905864884366 224.5426047333106 408.814 8216663.8 478797.88
103.63 -35.420000000000016 -16.131081 -51.198277000000004 22800 268.0880266311559 233.93194167842822 419.9 8216548.89 478799.77
101.34 -36.00999999999999 -16.13212 -51.198275 22800 277.0353505325388 243.0374056698809 430.67900000000003 8216433.97 478800.18
99.67 -37.670000000000016 -16.133156 -51.198288 22800 294.1742444250664 260.3553561132099 449.63800000000003 8216319.36 478798.81
