 ALTURA GPSALT LAT LONG Line mag_res2 mag_res1 MAGIGRF X Y
627 132.59 -474.70000000000005 -16.194794 -51.259149 22670 -188.37301174635374 -134.53598954793202 51.573 8209493.82 472300.09
628 149.41 -469.88 -16.193792000000002 -51.259143 22670 -161.25827931971673 -107.58415983756657 76.923 8209604.74 472300.55
629 177.43 -464.32000000000005 -16.192781 -51.259135 22670 -144.85781693656264 -91.35139914172451 91.545 8209716.59 472301.3
630 171.41 -460.33000000000004 -16.191755999999998 -51.259116 22670 -155.77922665292863 -102.45685320034407 78.825 8209829.98 472303.23
631 144.57 -456.96000000000004 -16.190722 -51.259085 22670 -183.2774194884275 -130.15467329837185 49.518 8209944.29 472306.35
632 119.66 -453.64 -16.189683 -51.259054 22670 -210.78489782313451 -157.86264442064783 20.192 8210059.21 472309.47
633 105.22 -450.48 -16.188633 -51.259027 22670 -214.54970722632385 -161.82621245034377 14.588 8210175.36 472312.3
634 95.16 -446.01 -16.187572 -51.259015999999995 22670 -230.4962579954653 -177.95179078797392 -3.2239999999999998 8210292.74 472313.34
635 93.7 -441.97 -16.1865 -51.259009999999996 22670 -243.3659846279109 -190.99509146913914 -17.980999999999998 8210411.35 472313.78
636 115.89 -438.26 -16.185419 -51.259002 22670 -190.31217782261635 -138.11976347398348 33.172 8210530.88 472314.52
637 107.65 -433.89 -16.184331 -51.258996 22670 -165.86760169857797 -113.85137216271987 55.7 8210651.33 472314.96
638 118.44 -428.72 -16.183231 -51.258982 22670 -142.93175387570594 -91.10413255049565 76.703 8210773.01 472316.29
639 128.87 -422.21000000000004 -16.182122 -51.258974 22670 -157.48305605825013 -105.83826954624868 60.202 8210895.61 472317.03
640 108.88 -414.63 -16.180999999999997 -51.258963 22670 -192.4509137834999 -140.99462658078508 23.261 8211019.75 472318.06
641 97.35 -408.69000000000005 -16.179867 -51.258952 22670 -209.20134250716563 -157.9352856638179 4.518 8211145.11 472319.09
642 98.88 -405.74 -16.178722 -51.258946 22670 -200.56578784002818 -149.48452202521324 11.139000000000001 8211271.71 472319.52
643 91.11 -402.78 -16.177569000000002 -51.258941 22670 -188.99761905932493 -138.10256963438556 20.678 8211399.23 472319.96
644 101.32 -397.58000000000004 -16.176414 -51.258935 22670 -108.15763539061798 -57.44910804429098 99.484 8211527.05 472320.39
645 115.49 -392.99 -16.175247 -51.25893 22670 -88.62190421209641 -38.10165837233316 116.96600000000001 8211656.11 472320.82
646 114.97 -389.58000000000004 -16.174078 -51.258916 22670 -121.7157119670989 -71.39485146080897 81.817 8211785.47 472322.14
647 113.96 -384.91999999999996 -16.172903 -51.258882 22670 -141.2583970213829 -91.16275725965401 60.217 8211915.45 472325.54
648 109.36 -378.19000000000005 -16.17172 -51.258835 22670 -129.89794587062573 -80.04658917381123 69.51100000000001 8212046.35 472330.42
649 125.83 -371.30999999999995 -16.170528 -51.258774 22670 -57.83923652537325 -8.251359382078562 139.494 8212178.18 472336.79
650 155.51 -365.07000000000005 -16.169325 -51.258718 22670 0.8651377024814337 50.19500300095834 196.101 8212311.23 472342.56
651 195.41 -359.29999999999995 -16.168120000000002 -51.258674 22670 -38.13515395956668 10.950417196043674 154.994 8212444.59 472347.15
652 192.3 -355.02 -16.166906 -51.258663 22670 -112.111453486623 -63.22852926184187 78.883 8212578.87 472348.16
653 160.9 -352.73 -16.165689 -51.25868 22670 -177.32894504398814 -128.61357954143142 11.515 8212713.45 472346.21
654 148.62 -350.97 -16.16447 -51.258727 22670 -152.386314172361 -103.79971401365401 34.29 8212848.34 472340.99
655 171.61 -348.92999999999995 -16.163247 -51.258793 22670 -109.39719188787149 -60.91494702327063 75.09899999999999 8212983.53 472333.7
656 148.01 -347.92999999999995 -16.162028 -51.258871 22670 -133.14153471880252 -84.74880777375584 49.175 8213118.41 472325.21
657 135.67 -346.36 -16.160808 -51.258957 22670 -130.18059825757362 -81.86683105253513 49.953 8213253.29 472315.84
658 147.83 -343.28 -16.159589 -51.259046000000005 22670 -58.80450659115179 -10.565979767415925 119.145 8213388.17 472306.16
659 180.87 -339.07000000000005 -16.158372 -51.259132 22670 -36.28650700736526 11.87349993334945 139.485 8213522.74 472296.79
660 188.73 -333.65999999999997 -16.157156 -51.259205 22670 -57.54202259677224 -9.478292477406342 116.057 8213657.31 472288.9
661 181.46 -326.23 -16.155932999999997 -51.259263 22670 -68.95017960444264 -21.001362958728905 102.47200000000001 8213792.5 472282.49
662 165.79 -315.70000000000005 -16.154708 -51.259305 22670 -30.20907011304172 17.602916904999674 139.03799999999998 8213928.0 472277.87
663 194.16 -305.08000000000004 -16.153472 -51.259321 22670 53.40087448231151 101.04235794746548 220.463 8214064.74 472275.91
664 218.95 -296.61 -16.152231 -51.259313 22670 42.28754664322682 89.72550657456154 207.165 8214202.09 472276.63
665 219.55 -288.25 -16.150984 -51.259285 22670 -4.510621230470747 42.698099735272464 158.18 8214340.06 472279.42
666 212.47 -277.52 -16.149734 -51.259238 22670 -24.77679979969909 22.177180855975777 135.73 8214478.33 472284.3
667 213.13 -265.98 -16.148478 -51.259166 22670 -27.761857765767445 18.904574179663584 130.561 8214617.23 472291.84
668 206.06 -255.63 -16.147214 -51.259077000000005 22670 -29.26493473198697 17.09116682414252 126.866 8214757.05 472301.17
669 213.93 -245.65999999999997 -16.145947 -51.258990999999995 22670 -29.22411613434781 16.824828743816852 124.709 8214897.17 472310.2
670 211.35 -235.47000000000003 -16.144675 -51.258916 22670 -27.928989284455895 17.826196740019967 123.792 8215037.91 472318.04
671 210.69 -228.02999999999997 -16.1434 -51.258857 22670 -24.083292443434047 21.399051188085778 125.414 8215178.96 472324.1
672 205.27 -223.15999999999997 -16.142122 -51.258815999999996 22670 -19.372184865390025 25.858247022840857 127.89 8215320.31 472328.38
673 214.32 -217.94000000000005 -16.140847 -51.25878 22670 -7.70677828376995 37.279380476941185 137.32299999999998 8215461.35 472332.06
674 222.19 -211.57000000000005 -16.139572 -51.258759999999995 22670 6.438261411537269 51.201503362447085 149.22899999999998 8215602.39 472333.96
675 228.8 -204.26999999999998 -16.138295 -51.258752 22670 17.68247596286352 62.23653299485798 158.225 8215743.73 472334.68
676 225.43 -196.57000000000005 -16.137010999999998 -51.258752 22670 21.025918090602147 65.38070862787917 159.30700000000002 8215885.69 472334.5
677 224.77 -188.19000000000005 -16.135725 -51.258759999999995 22670 19.58245439851933 63.748230931886795 155.594 8216027.95 472333.43
678 223.38 -181.03999999999996 -16.134439 -51.258771 22670 19.099267901053366 63.07961562096685 152.84 8216170.22 472332.06
679 213.73 -174.46000000000004 -16.13315 -51.258788 22670 16.65805764327169 60.459629661148085 148.121 8216312.79 472330.1
680 208.11 -168.22000000000003 -16.131867 -51.258802 22670 6.192855690081075 49.81293234050237 135.389 8216454.74 472328.44
681 205.07 -162.26999999999998 -16.130584 -51.258821000000005 22670 -6.073951127983676 37.37181472483074 120.853 8216596.7 472326.18
682 199.25 -154.70000000000005 -16.129303 -51.258855 22670 -14.24933890443522 29.04032713502417 110.40799999999999 8216738.34 472322.44
683 194.95 -149.16999999999996 -16.128023000000002 -51.258902 22670 -12.647014988902257 30.504413965907204 109.735 8216879.99 472317.21
684 191.18 -144.62 -16.126745 -51.258949 22670 -2.273627950826196 40.740003776321245 117.838 8217021.33 472311.98
685 185.1 -139.20000000000005 -16.125467 -51.258996 22670 -6.253437431541997 36.62229127756501 111.588 8217162.66 472306.76
686 175.84 -132.25 -16.124192 -51.259032 22670 -27.799421768261368 14.924672031920181 87.781 8217303.69 472302.72
687 156.39 -123.05999999999995 -16.122914 -51.259063 22670 -35.06566784387333 7.499272410926849 78.251 8217445.03 472299.27
688 142.71 -114.69000000000005 -16.121636 -51.259074 22670 -23.48270223836522 18.8980087946304 87.57799999999999 8217586.37 472297.91
689 127.62 -107.59000000000003 -16.120359 -51.259069000000004 22670 -27.77517322775347 14.400058056095958 81.036 8217727.72 472298.32
690 121.49 -102.19000000000005 -16.119084 -51.259038000000004 22670 -52.810568029798674 -10.872531093999854 53.766000000000005 8217868.76 472301.41
691 118.38 -97.00999999999999 -16.117811 -51.258998999999996 22670 -72.73025353081435 -31.03976922425335 31.62 8218009.49 472305.4
692 116.37 -92.47000000000003 -16.116542000000003 -51.258952 22670 -38.70599594733952 2.7268032184907653 63.426 8218149.92 472310.27
693 116.46 -89.0 -16.115273000000002 -51.258905 22670 4.8932616361355485 46.06837566123489 104.807 8218290.35 472315.14
694 114.24 -84.08000000000004 -16.114006 -51.258866 22670 -0.9891011009883925 39.939445799227336 96.708 8218430.47 472319.12
695 113.42 -78.58999999999997 -16.112735999999998 -51.258844 22670 -16.809053101089916 23.89385732390903 78.66 8218570.89 472321.32
696 110.46 -71.44999999999999 -16.111461 -51.258841 22670 -20.039380292095103 20.4619696408232 73.184 8218711.93 472321.44
697 108.08 -64.04000000000002 -16.110181 -51.258849 22670 -37.75655848495527 2.55664296909179 53.207 8218853.58 472320.37
698 106.38 -57.75999999999999 -16.108898 -51.258869 22670 -38.67256182181119 1.4662230442508104 50.022 8218995.53 472318.12
699 108.57 -54.579999999999984 -16.107614 -51.258891 22670 38.742749300633164 78.71082274847906 125.167 8219137.49 472315.56
700 114.0 -53.95999999999998 -16.106328 -51.258921 22670 61.77811733857244 101.58561187969698 145.924 8219279.75 472312.12
701 120.58 -54.24000000000001 -16.105048 -51.258955 22670 38.646766826804566 78.2982815338872 120.523 8219421.39 472308.37
702 121.13 -52.05000000000001 -16.103767 -51.259002 22670 13.737053477653859 53.25021112077251 93.338 8219563.04 472303.15
703 115.91 -49.379999999999995 -16.102489000000002 -51.25906 22670 -0.993284241024952 38.39636790161756 76.333 8219704.37 472296.73
704 114.11 -47.80000000000001 -16.101212 -51.259121 22670 -4.117382029771036 35.152229823538185 70.933 8219845.71 472290.02
705 115.49 -48.139999999999986 -16.099939000000003 -51.259171 22670 -15.0057508060858 24.13054291292775 57.783 8219986.43 472284.49
706 120.95 -49.75 -16.098670000000002 -51.259202 22670 -10.425685524615922 28.552640051730474 60.114 8220126.85 472281.05
707 118.29 -52.60000000000002 -16.097409 -51.259207 22670 -14.062380546019668 24.727261982040666 54.253 8220266.34 472280.28
708 119.42 -56.860000000000014 -16.096164 -51.259174 22670 -18.74072117817773 19.812923482497425 47.395 8220404.0 472283.67
709 121.71 -61.81999999999999 -16.094931 -51.25911 22670 -15.552676363455298 22.72746824455075 48.435 8220540.44 472290.33
710 129.11 -68.50999999999999 -16.093717 -51.259015999999995 22670 -22.94505673420872 15.025405206810053 38.941 8220674.73 472300.26
711 128.29 -74.57999999999998 -16.092514 -51.25891 22670 -48.431497122690736 -10.783370127208032 11.377 8220807.79 472311.39
712 123.2 -78.61000000000001 -16.09132 -51.258804999999995 22670 -59.77655162472355 -22.449334213436433 -2.031 8220939.93 472322.51
713 119.45 -81.35000000000002 -16.090131 -51.25871 22670 -70.30404538428861 -33.282580304972896 -14.616 8221071.45 472332.44
714 114.36 -81.56 -16.088939 -51.258646 22670 -88.63245397954523 -51.878067833140065 -35.019 8221203.28 472339.11
715 109.15 -80.08999999999997 -16.087748 -51.25861 22670 -91.23095421788437 -54.70799895948345 -39.703 8221335.1 472342.81
716 104.36 -78.17000000000002 -16.086553 -51.258613000000004 22670 -115.72317472448036 -79.38216462791593 -66.301 8221467.22 472342.35
717 94.94 -75.49000000000001 -16.085356 -51.258655 22670 -125.15491898054219 -88.94626252926908 -77.859 8221599.65 472337.72
718 90.9 -72.82999999999998 -16.084156 -51.258738 22670 -126.50830282906549 -90.3790348968365 -81.36 8221732.38 472328.64
719 92.17 -72.64999999999998 -16.082962 -51.25886 22670 -145.643095588764 -109.54254504669606 -102.648 8221864.49 472315.41
720 95.04 -73.82 -16.081767000000003 -51.259005 22670 -95.36814134319562 -59.26761894653975 -54.535 8221996.59 472299.79
721 99.06 -75.5 -16.080578 -51.259135 22670 -19.4073320468427 16.676016643550746 19.279 8222128.09 472285.67
722 94.79 -72.11000000000001 -16.080531 -51.254433 22680 -79.50955490942059 -49.468852105983785 -39.042 8222133.93 472788.62
723 98.36 -79.07999999999998 -16.081592 -51.25448 22680 -84.32358270771185 -54.05742034164496 -42.005 8222016.55 472783.71
724 101.38 -83.26999999999998 -16.082642 -51.254505 22680 -107.3158912450166 -76.85456963183435 -63.157 8221900.4 472781.18
725 101.41 -83.94000000000005 -16.083692000000003 -51.254508 22680 -90.72890952293459 -60.10099792807377 -44.721000000000004 8221784.26 472781.03
726 99.12 -81.47000000000003 -16.084742000000002 -51.254490999999994 22680 -98.76980084445809 -68.00012079678156 -50.905 8221668.11 472782.95
727 96.26 -76.97000000000003 -16.085795 -51.254452 22680 -89.3613760487206 -58.478176935988785 -39.626 8221551.66 472787.26
728 96.44 -74.75 -16.086856 -51.254413 22680 -68.86056536653416 -37.86242182740724 -17.24 8221434.29 472791.56
729 100.15 -74.08999999999997 -16.08792 -51.25436 22680 -37.403243999652226 -6.307593094785354 16.113 8221316.61 472797.35
730 101.99 -71.89999999999998 -16.088989 -51.254290999999995 22680 -49.36711099314227 -18.194457704149162 6.061 8221198.33 472804.92
731 102.44 -66.47000000000003 -16.090064 -51.254244 22680 -47.62217926561789 -16.34319459240141 9.719 8221079.42 472810.12
732 103.09 -60.410000000000025 -16.091148 -51.254216 22680 -36.448147862131535 -5.03657072555356 22.813000000000002 8220959.59 472813.24
733 104.0 -53.889999999999986 -16.092242000000002 -51.254213 22680 -26.537717779107155 5.040351515737832 34.653 8220838.53 472813.68
734 104.55 -47.079999999999984 -16.093348000000002 -51.25423 22680 -10.871321416369796 20.899835182490058 52.261 8220716.23 472812.05
735 104.37 -40.75999999999999 -16.094464000000002 -51.254255 22680 -23.97203749837292 8.004615613440556 41.118 8220592.71 472809.53
736 106.37 -36.22000000000003 -16.095589 -51.25428 22680 -32.4455642127183 -0.26209501698862425 34.617 8220468.26 472807.01
737 114.36 -34.05000000000001 -16.096717 -51.254302 22680 -8.982986490907557 23.40412507739954 60.058 8220343.51 472804.79
738 113.63 -33.94 -16.097848000000003 -51.254315999999996 22680 -41.21966220338338 -8.639146564372236 29.808000000000003 8220218.45 472803.46
739 113.08 -36.01999999999998 -16.098973 -51.254305 22680 -40.77841383150504 -8.037408312341633 32.236 8220094.01 472804.8
740 110.15 -36.839999999999975 -16.100089 -51.254277 22680 -50.17314719506481 -17.294313495497605 24.82 8219970.49 472807.92
741 113.82 -37.45999999999998 -16.101202999999998 -51.254249 22680 -42.93194368118223 -9.91572165819823 34.035 8219847.28 472811.04
742 109.06 -37.02999999999997 -16.102320000000002 -51.25423 22680 -13.112360487913193 20.05236787433583 65.83 8219723.76 472813.27
743 101.62 -33.81999999999999 -16.103439 -51.254219 22680 -3.80143487992639 29.522797858120505 77.118 8219599.93 472814.62
744 102.53 -34.579999999999984 -16.104559 -51.254224 22680 23.29919837111491 56.80453176130616 106.189 8219476.1 472814.17
745 101.77 -37.18000000000001 -16.105678 -51.254234999999994 22680 32.16299297380728 65.85638581629792 117.021 8219352.27 472813.14
746 97.84 -39.75999999999999 -16.106792000000002 -51.254246 22680 34.17169859608342 68.05239115621265 120.988 8219229.06 472812.1
747 96.56 -44.31 -16.1079 -51.254257 22680 21.225959465043715 55.29310040670479 109.991 8219106.45 472811.06
748 95.83 -50.75999999999999 -16.108998 -51.254263 22680 19.023731962770654 53.268363099234065 109.72 8218985.08 472810.62
749 99.7 -59.19999999999999 -16.110084 -51.254269 22680 11.641129980873075 46.06162605243627 104.249 8218864.94 472810.17
750 104.73 -67.82 -16.111159 -51.254284999999996 22680 -0.31648651267779826 34.29228681390951 94.179 8218746.03 472808.54
751 109.51 -75.02999999999997 -16.112225 -51.254319 22680 -6.589940503730915 28.2272951818197 89.772 8218628.03 472805.12
752 110.15 -78.77999999999997 -16.113289 -51.254355 22680 -4.744339676832396 30.284517890085986 93.478 8218510.34 472801.4
753 108.27 -79.52999999999997 -16.114356 -51.254396 22680 -1.8053178569339678 33.44266603887331 98.28 8218392.35 472797.09
754 103.87 -77.50999999999999 -16.115425 -51.254424 22680 5.153055393552421 40.602742746529344 107.11200000000001 8218274.04 472794.27
755 96.56 -72.69999999999999 -16.116506 -51.254441 22680 -10.040275600790835 25.598554532249878 93.816 8218154.52 472792.64
756 93.08 -71.79000000000002 -16.117595 -51.254435 22680 -10.644248957483626 25.156608429393188 95.133 8218034.07 472793.38
757 97.54 -76.80000000000001 -16.118678 -51.254424 22680 2.1662935702662622 38.12123390647176 109.85700000000001 8217914.23 472794.71
758 107.05 -86.49000000000001 -16.11975 -51.254405 22680 -23.540770213726333 12.555695505685776 86.04700000000001 8217795.63 472796.94
759 118.6 -97.26999999999998 -16.120805999999998 -51.254399 22680 -14.871978803372812 21.381278452832888 96.57799999999999 8217678.87 472797.68
760 134.23 -109.27999999999997 -16.121842 -51.254413 22680 1.708840559772625 38.1409144081546 114.979 8217564.26 472796.33
761 155.05 -121.96000000000004 -16.122864 -51.254435 22680 15.086305094105228 51.705582807143 130.149 8217451.18 472794.1
762 179.08 -134.41999999999996 -16.123873 -51.254474 22680 26.106965139943043 62.93273791866706 142.931 8217339.64 472790.08
763 197.2 -144.83000000000004 -16.12487 -51.254523999999996 22680 31.177488684718455 68.22230301729913 149.739 8217229.32 472784.87
764 204.47 -151.5 -16.125859 -51.254591 22680 31.333333986084597 68.61736078752885 151.611 8217119.92 472777.87
765 211.48 -157.70000000000005 -16.126845 -51.254671 22680 32.47459407340271 70.01503044573737 154.458 8217010.83 472769.4
766 225.43 -164.16999999999996 -16.127825 -51.254754999999996 22680 35.05688312081348 72.8565687087678 158.735 8216902.36 472760.62
767 233.04 -169.61 -16.1288 -51.254838 22680 37.16988666900157 75.22795594753634 162.533 8216794.5 472751.84
768 235.48 -175.25 -16.129775 -51.254891 22680 39.44570466564012 77.72292439939504 166.50599999999997 8216686.64 472746.33
769 237.27 -180.10000000000002 -16.13075 -51.254915999999994 22680 42.11645505125347 80.57719138425745 170.885 8216578.78 472743.79
770 241.57 -184.53999999999996 -16.131728 -51.254924 22680 44.68175743514573 83.30495973841919 175.17 8216470.62 472743.04
771 243.35 -190.26999999999998 -16.132697 -51.254927 22680 47.384709099729434 86.16209900215456 179.58 8216363.39 472742.87
772 246.39 -198.61 -16.133664000000003 -51.254921 22680 49.48808456613543 88.40843826148675 183.389 8216256.46 472743.6
773 251.02 -206.27999999999997 -16.13462 -51.254915999999994 22680 49.986085552902125 89.04777778147731 185.57299999999998 8216150.76 472744.32
774 251.62 -212.39 -16.135572 -51.254909999999995 22680 47.78298615244253 86.98545707794281 185.051 8216045.37 472745.05
775 253.6 -218.57000000000005 -16.136517 -51.254902 22680 43.60245745439221 82.94092229471056 182.53799999999998 8215940.9 472746.07
776 257.24 -225.21000000000004 -16.137459 -51.25488 22680 40.172191206498184 79.62846735525544 180.77599999999998 8215836.73 472748.57
777 261.27 -232.19000000000005 -16.138395000000003 -51.25486 22680 35.82503864343721 75.40171159780026 178.08599999999998 8215733.19 472750.78
778 262.53 -238.96000000000004 -16.139325 -51.254835 22680 30.217401964819118 69.90652742028212 174.128 8215630.26 472753.58
779 267.95 -246.19000000000005 -16.140253 -51.254816 22680 24.027741525885347 63.83597259386244 169.581 8215527.63 472755.79
780 273.37 -253.95000000000005 -16.141172 -51.254794 22680 18.49881104346815 58.42134875292028 165.68099999999998 8215425.93 472758.29
781 279.19 -261.14 -16.142092 -51.254766 22680 13.670644680047587 53.70029027219117 162.484 8215324.23 472761.39
782 277.41 -266.88 -16.143010999999998 -51.254740999999996 22680 9.346474267682453 49.48696129015977 159.79 8215222.52 472764.18
783 277.41 -271.33000000000004 -16.143931 -51.254723999999996 22680 4.963742401614752 45.22561484503326 157.034 8215120.82 472766.09
784 277.41 -276.13 -16.144847 -51.254709999999996 22680 1.989906099376185 42.37633767507761 155.681 8215019.42 472767.7
785 279.79 -281.58000000000004 -16.145764 -51.254702 22680 1.0984276675950468 41.61648296611193 156.408 8214918.03 472768.72
786 283.42 -286.73 -16.146678 -51.254690999999994 22680 1.7886461833226406 42.43442013652421 158.713 8214816.94 472770.03
787 287.65 -292.21000000000004 -16.147592000000003 -51.25468 22680 3.515827434352275 44.28920006292877 162.055 8214715.85 472771.35
788 291.95 -297.9 -16.148503 -51.254666 22680 5.5357056329058025 46.43277186872395 165.68599999999998 8214615.06 472772.96
789 293.74 -303.04999999999995 -16.149420000000003 -51.254655 22680 6.675146525298828 47.70035708385434 168.445 8214513.67 472774.27
790 296.78 -308.95000000000005 -16.150339000000002 -51.254652 22680 5.88580784297082 47.05029492904599 169.27700000000002 8214411.96 472774.69
791 297.57 -316.5 -16.151256 -51.254663 22680 3.1639212112633572 44.485001906200424 168.166 8214310.56 472773.63
792 297.57 -323.67999999999995 -16.152175 -51.254682 22680 -0.9085857410426286 40.5802065786023 165.706 8214208.85 472771.68
793 295.52 -330.39 -16.153092 -51.254713 22680 -6.253721318538368 35.416620307077636 161.964 8214107.45 472768.54
794 293.08 -336.30999999999995 -16.154014 -51.254746000000004 22680 -13.758612710439934 28.09775731451394 156.071 8214005.43 472765.1
795 286.86 -340.78 -16.154936 -51.254777000000004 22680 -23.887622042835773 18.151177002063122 147.555 8213903.41 472761.96
796 281.44 -345.95000000000005 -16.155860999999998 -51.25481 22680 -35.90629105807196 6.318962054217508 137.153 8213801.09 472758.52
797 279.19 -351.29999999999995 -16.156786 -51.254838 22680 -47.38735520843403 -4.982832598602158 127.291 8213698.76 472755.68
798 277.41 -357.42999999999995 -16.157708 -51.254868 22680 -58.38520528672191 -15.798267845878627 117.906 8213596.75 472752.54
799 277.6 -364.12 -16.158635999999998 -51.254902 22680 -70.48481117940062 -27.71097981418046 107.428 8213494.12 472749.1
800 279.39 -370.36 -16.159564000000003 -51.254940999999995 22680 -84.47737770985259 -41.50955945185285 95.055 8213391.48 472745.07
801 281.84 -376.84000000000003 -16.160492 -51.254985 22680 -99.36258636987709 -56.19371662856163 81.78699999999999 8213288.85 472740.45
802 286.66 -383.37 -16.161422 -51.255027 22680 -112.48981258315435 -69.12293090161513 70.283 8213185.91 472736.12
803 293.94 -389.05999999999995 -16.162356 -51.255068 22680 -121.60301293857282 -78.03779943913537 62.798 8213082.66 472731.8
804 297.57 -392.23 -16.163292000000002 -51.255096 22680 -127.40946882582097 -83.6631347994491 58.63 8212979.11 472728.95
805 295.72 -395.59000000000003 -16.164231 -51.255121 22680 -130.81001679571895 -86.88584174412756 56.873999999999995 8212875.25 472726.41
806 302.4 -400.37 -16.16517 -51.255140999999995 22680 -128.22476338195187 -84.12982608461076 61.106 8212771.39 472724.46
807 316.48 -405.91999999999996 -16.166106 -51.255148999999996 22680 -116.22100758808014 -71.97002544022757 74.756 8212667.84 472723.7
808 321.31 -412.82000000000005 -16.167042000000002 -51.255152 22680 -98.79845041054286 -54.398502191647324 93.82700000000001 8212564.29 472723.53
809 308.09 -420.22 -16.167981 -51.255146 22680 -84.95714666730673 -40.418470679239746 109.325 8212460.43 472724.25
810 283.89 -425.28 -16.168917 -51.255124 22680 -83.86357642498454 -39.20808882176733 112.07700000000001 8212356.88 472726.76
811 269.34 -428.49 -16.169853 -51.255077 22680 -102.02275933440207 -57.28238880223479 95.586 8212253.34 472731.93
812 274.17 -431.57000000000005 -16.170792000000002 -51.255007 22680 -128.59478538065162 -83.7977671183624 70.696 8212149.49 472739.49
813 290.5 -434.40999999999997 -16.171731 -51.254921 22680 -143.09124802179727 -98.2588325567271 57.888000000000005 8212045.65 472748.82
814 304.38 -436.65999999999997 -16.172667 -51.254818 22680 -142.2576034179792 -97.41169271521318 60.412 8211942.11 472759.94
815 309.67 -439.65999999999997 -16.173607999999998 -51.254715999999995 22680 -135.85463605026962 -90.99424460545332 68.515 8211837.96 472771.05
816 310.86 -445.58000000000004 -16.174556 -51.25463 22680 -133.4359465884414 -88.53895834919541 72.637 8211733.19 472780.39
817 315.49 -452.23 -16.175503 -51.254563 22680 -135.73646880774766 -90.77780809764805 72.032 8211628.42 472787.64
818 312.45 -457.69000000000005 -16.176458 -51.254513 22680 -137.7100465562697 -92.66717165488362 71.762 8211522.73 472793.12
819 306.63 -460.20000000000005 -16.177419 -51.254493 22680 -136.45147176226482 -91.28425553131986 74.722 8211416.41 472795.33
820 291.49 -460.99 -16.178394 -51.254502 22680 -132.11619523624634 -86.78683291270593 80.77199999999999 8211308.56 472794.57
821 271.12 -461.29999999999995 -16.179375 -51.254532 22680 -128.69296073509065 -83.17213750779246 85.911 8211200.09 472791.44
822 230.66 -461.17999999999995 -16.180364 -51.254591 22680 -128.09731000112967 -82.34808663207701 88.226 8211090.7 472785.34
823 196.01 -460.36 -16.181361 -51.25466 22680 -121.37307266685602 -75.37997202614815 96.68 8210980.38 472778.06
824 176.63 -459.6 -16.182367000000003 -51.254740999999996 22680 -105.79001494878102 -59.53733413682795 114.00299999999999 8210869.14 472769.58
825 143.92 -459.45000000000005 -16.183381 -51.254827 22680 -114.16960651139715 -67.64906715708037 107.376 8210756.97 472760.52
826 123.63 -460.16999999999996 -16.1844 -51.254899 22680 -157.24842774796898 -110.47692126457846 66.065 8210644.19 472752.94
827 92.96 -458.34000000000003 -16.185427999999998 -51.254943 22680 -210.83780871972297 -163.84967777013566 14.269 8210530.5 472748.33
828 96.07 -455.80999999999995 -16.186464 -51.254954999999995 22680 -269.18626655119436 -222.0229041998873 -42.258 8210415.88 472747.28
829 133.5 -456.97 -16.187503 -51.254946000000004 22680 -207.59813107077298 -160.2842015150514 21.164 8210300.97 472748.32
830 138.08 -459.65 -16.188544 -51.254921 22680 -158.80468757090557 -111.36097310325573 71.803 8210185.74 472751.13
831 120.91 -460.66999999999996 -16.189586 -51.254884999999994 22680 -152.5655193142983 -105.00631166190288 79.892 8210070.52 472755.13
832 99.42 -460.62 -16.190635999999998 -51.254838 22680 -180.39647419794727 -132.7348654963457 53.93 8209954.38 472760.33
833 95.8 -459.12 -16.191694000000002 -51.254791 22680 -209.6610431951475 -161.89560808299885 26.549 8209837.32 472765.52
834 106.13 -458.25 -16.192757999999998 -51.254738 22680 -189.16872182828035 -141.30577935038968 48.937 8209719.64 472771.31
835 106.22 -456.39 -16.193832999999998 -51.254677 22680 -180.45630527391924 -132.50478835013487 59.568000000000005 8209600.73 472777.99
836 107.78 -451.29999999999995 -16.194917 -51.254616 22680 -198.11938084370013 -150.0779982809274 43.838 8209480.91 472784.67
837 113.6 -444.88 -16.196008 -51.25456 22680 -223.0980684294887 -174.9584218772985 20.805 8209360.16 472790.76
838 121.37 -436.04999999999995 -16.197117000000002 -51.254521000000004 22680 -228.052547647498 -179.79053585586678 17.819000000000003 8209237.56 472795.06
839 113.99 -425.16999999999996 -16.198242 -51.254498999999996 22680 -243.46973377295794 -195.0615096394279 4.393 8209113.12 472797.59
840 107.05 -414.35 -16.199389 -51.254504 22680 -243.46606606344477 -194.87262523332717 6.416 8208986.22 472797.16
841 106.32 -403.66999999999996 -16.20055 -51.254527 22680 -240.7104123628031 -191.90807925412994 11.209000000000001 8208857.77 472794.94
842 104.12 -392.11 -16.201728 -51.254574 22680 -243.5369897586604 -194.49125329904746 10.439 8208727.49 472790.06
843 98.72 -381.53999999999996 -16.202922 -51.254635 22680 -259.1726359813702 -209.86298011124916 -3.116 8208595.35 472783.69
844 114.91 -372.14 -16.20413 -51.254715999999995 22680 -254.90289702889518 -205.3021951440907 3.2510000000000003 8208461.68 472775.24
845 148.84 -363.36 -16.205347 -51.254802000000005 22680 -232.81380735711178 -182.91378108650585 27.45 8208327.08 472766.21
846 164.53 -353.67999999999995 -16.206569000000002 -51.254888 22680 -213.6863949214366 -163.48605876067595 48.696999999999996 8208191.87 472757.17
847 185.49 -345.72 -16.207797 -51.254963000000004 22680 -201.15116874859015 -150.66405469019912 63.36600000000001 8208056.05 472749.33
